"","State.County","Long.x","Lat.y","Alces alces","Antilocapra americana","Bassariscus astutus","Blarina brevicauda","Blarina carolinensis","Blarina hylophaga","Canis latrans","Canis lupus","Castor canadensis","Cervus canadensis","Chaetodipus hispidus","Condylura cristata","Corynorhinus rafinesquii","Corynorhinus townsendii","Cryptotis parva","Cynomys ludovicianus","Dasypus novemcinctus","Didelphis virginiana","Dipodomys ordii","Eptesicus fuscus","Erethizon dorsatum","Geomys bursarius","Glaucomys sabrinus","Glaucomys volans","Ictidomys tridecemlineatus","Lasionycteris noctivagans","Lasiurus borealis","Lasiurus cinereus","Lasiurus intermedius","Lasiurus seminolus","Lepus americanus","Lepus californicus","Lepus europaeus","Lepus townsendii","Lontra canadensis","Lynx canadensis","Lynx rufus","Marmota monax","Martes americana","Martes pennanti","Mephitis mephitis","Microtus breweri","Microtus chrotorrhinus","Microtus ochrogaster","Microtus pennsylvanicus","Microtus pinetorum","Mus musculus","Mustela erminea","Mustela frenata","Mustela nivalis","Myodes gapperi","Myotis austroriparius","Myotis grisescens","Myotis leibii","Myotis lucifugus","Myotis septentrionalis","Myotis sodalis","Napaeozapus insignis","Neotamias minimus","Neotoma floridana","Neotoma magister","Neovison vison","Nycticeius humeralis","Ochrotomys nuttalli","Odocoileus hemionus","Odocoileus virginianus","Ondatra zibethicus","Onychomys leucogaster","Oryzomys palustris","Parascalops breweri","Perimyotis subflavus","Perognathus flavescens","Peromyscus attwateri","Peromyscus gossypinus","Peromyscus leucopus","Peromyscus maniculatus","Phenacomys ungava","Poliocitellus franklinii","Procyon lotor","Rangifer tarandus","Rattus norvegicus","Reithrodontomys fulvescens","Reithrodontomys humulis","Reithrodontomys megalotis","Reithrodontomys montanus","Scalopus aquaticus","Sciurus carolinensis","Sciurus niger","Sigmodon hispidus","Sorex arcticus","Sorex cinereus","Sorex dispar","Sorex fumeus","Sorex haydeni","Sorex hoyi","Sorex longirostris","Sorex palustris","Spilogale putorius","Sylvilagus aquaticus","Sylvilagus floridanus","Sylvilagus obscurus","Sylvilagus palustris","Sylvilagus transitionalis","Synaptomys borealis","Synaptomys cooperi","Tadarida brasiliensis","Tamias striatus","Tamiasciurus hudsonicus","Taxidea taxus","Thomomys talpoides","Urocitellus richardsonii","Urocyon cinereoargenteus","Ursus americanus","Ursus arctos","Vulpes lagopus","Vulpes velox","Vulpes vulpes","Zapus hudsonius","Zapus princeps","Lat.y","bio1","bio2","bio3","bio4","bio5","bio6","bio7","bio8","bio9","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","X.x","Ctyname","Stname","Cases2017","Facility.Count","X.y","STATE","COUNTY","STATENAME","COUNTYNAME","POP_COU","AREA_COU","POP_URBAN","POPPCT_URBAN","AREA_URBAN","AREAPCT_URBAN","POPDEN_URBAN","POP_UA","POPPCT_UA","AREA_UA","AREAPCT_UA","POPDEN_UA","POP_UC","POPPCT_UC","AREA_UC","AREAPCT_UC","POPDEN_UC","POP_RURAL","POPPCT_RURAL","AREA_RURAL","AREAPCT_RURAL","POPDEN_RURAL","cnty_name","state_name","Percent.Pop.N.Park","County.Name","State.Name","Education"
"253","LexingtonCounty,Virginia","-79.44723","37.78315","0.00000000","0.00000000","0","1.0000000","0.00000000","0","1.00000000","0.00000000","1.00000000","0.00000000","0","1.00000000","0.0000000","0.00000000","1.00000000","0","0","1.00000000","0","1.00000000","0.00000000","0.00000000","0.00000000","1.00000000","0.0000000","1.00000000","1.00000000","1.00000000","0.00000000","0.00000000","0.00000000","0","0.00000000","0.0000000","1.00000000","0.00000000","1.00000000","1.00000000","0.00000000","0.00000000","1.00000000","0","0.00000000","0.00000000","1.0000000","1.0000000","1","0.00000000","1.00000000","1.00000000","1.00000000","0","0.00000000","1.00000000","1.00000000","1.00000000","1.00000000","1.00000000","0.00000000","0.0000000","1.00000000","1.00000000","1.00000000","1.00000000","0","1.00000000","1.0000000","0.00000000","0.00000000","1.00000000","1.00000000","0.00000000","0","0.0000000","1.00000000","1.00000000","0.00000000","0.00000000","1.00000000","0","0.00000000","0","1.0000000","0.0000000","0","1.00000000","1.0000000","1.00000000","0.00000000","0.0000000","0.00000000","1.00000000","1.00000000","0.00000000","1.00000000","1.00000000","1.00000000","1.00000000","0","1.00000000","1.00000000","0.00000000","0.00000000","0.00000000","1.00000000","0","1.0000000","1.00000000","0.0000000","0.00000000","0.0000000","1.00000000","1.0000000","0.0000000","0","0","1.00000000","1.0000000","0.00000000","37.78315","124.00000","134.00000","38.00000","7894.000","299.0000","-50.0000000","349.0000","205.000000","19.0000000","223.0000","19.0000000","1028.0000","101.00000","70.00000","11.000000","285.0000","220.00000","276.0000","2979","LexingtonCounty","Virginia","3","1","428","51","678","Virginia","LexingtonCounty","7042","6466940","7042","100.00","6466940","100.00","2820.3","0","0.00","0","0.00",NA,"7042","100.00","6466940","100.00","2820.3","0","0.00","0","0.00",NA,"LexingtonCounty","Virginia","24","LexingtonCounty","Virginia",38.5
"254","LincolnCounty,Maine","-69.53484","44.12215","1.00000000","0.00000000","0","1.0000000","0.00000000","0","1.00000000","0.00000000","1.00000000","0.00000000","0","1.00000000","0.0000000","0.00000000","0.00000000","0","0","1.00000000","0","1.00000000","1.00000000","0.00000000","1.00000000","1.00000000","0.0000000","1.00000000","1.00000000","1.00000000","0.00000000","0.00000000","1.00000000","0","0.00000000","0.0000000","1.00000000","0.00000000","1.00000000","1.00000000","0.00000000","1.00000000","1.00000000","0","0.00000000","0.00000000","1.0000000","0.0000000","1","1.00000000","1.00000000","0.00000000","1.00000000","0","0.00000000","1.00000000","1.00000000","1.00000000","0.31250000","1.00000000","0.00000000","0.0000000","0.00000000","1.00000000","0.00000000","0.00000000","0","1.00000000","1.0000000","0.00000000","0.00000000","0.00000000","1.00000000","0.00000000","0","0.0000000","1.00000000","1.00000000","0.00000000","0.00000000","1.00000000","0","0.00000000","0","0.0000000","0.0000000","0","0.00000000","1.0000000","0.00000000","0.00000000","0.0000000","1.00000000","0.00000000","1.00000000","0.00000000","1.00000000","0.00000000","1.00000000","0.00000000","0","0.00000000","0.00000000","0.00000000","0.06250000","0.12500000","1.00000000","0","1.0000000","1.00000000","0.0000000","0.00000000","0.0000000","0.00000000","1.0000000","0.0000000","0","0","1.00000000","1.0000000","0.00000000","44.12215","74.12500","111.46875","28.84375","9281.906","263.5938","-117.4375000","381.0312","31.437500","180.5625000","190.7500","-49.6875000","1143.4062","123.40625","78.59375","12.843750","335.2812","250.00000","251.0625","1203","LincolnCounty","Maine","74","11","16","23","15","Maine","LincolnCounty","34457","1180563700","0","0.00","0","0.00",NA,"0","0.00","0","0.00",NA,"0","0.00","0","0.00",NA,"34457","100.00","1180563700","100.00","75.6","LincolnCounty","Maine","1","LincolnCounty","Maine",33.1
"255","LincolnCounty,Minnesota","-96.22749","44.48845","0.00000000","0.12500000","0","1.0000000","0.00000000","0","1.00000000","0.00000000","1.00000000","0.00000000","0","0.00000000","0.0000000","0.00000000","0.00000000","0","0","0.00000000","0","1.00000000","0.00000000","1.00000000","0.00000000","0.00000000","1.0000000","1.00000000","1.00000000","1.00000000","0.00000000","0.00000000","0.00000000","0","0.00000000","1.0000000","1.00000000","0.00000000","0.00000000","0.87500000","0.00000000","0.00000000","1.00000000","0","0.00000000","1.00000000","1.0000000","0.0000000","1","1.00000000","1.00000000","1.00000000","0.00000000","0","0.00000000","0.00000000","1.00000000","1.00000000","0.00000000","0.00000000","0.00000000","0.0000000","0.00000000","1.00000000","0.00000000","0.00000000","0","1.00000000","1.0000000","1.00000000","0.00000000","0.00000000","0.00000000","1.00000000","0","0.0000000","1.00000000","1.00000000","0.00000000","1.00000000","1.00000000","0","0.00000000","0","0.0000000","1.0000000","0","0.00000000","0.6250000","1.00000000","0.00000000","1.0000000","1.00000000","0.00000000","0.00000000","1.00000000","1.00000000","0.00000000","0.75000000","1.00000000","0","1.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0","1.0000000","0.87500000","1.0000000","0.00000000","1.0000000","1.00000000","1.0000000","0.0000000","0","0","1.00000000","1.0000000","0.00000000","44.48845","66.00000","122.50000","26.12500","11699.875","291.6250","-168.3750000","460.0000","187.250000","-93.3750000","209.6250","-93.3750000","626.6250","95.62500","14.75000","52.125000","262.0000","47.87500","256.1250","1377","LincolnCounty","Minnesota","0","11","89","27","81","Minnesota","LincolnCounty","5896","1390192941","0","0.00","0","0.00",NA,"0","0.00","0","0.00",NA,"0","0.00","0","0.00",NA,"5896","100.00","1390192941","100.00","11.0","LincolnCounty","Minnesota","20","LincolnCounty","Minnesota",19.7
"256","LincolnCounty,Wisconsin","-89.68715","45.38312","0.00000000","0.00000000","0","1.0000000","0.00000000","0","1.00000000","0.57142857","1.00000000","0.00000000","0","1.00000000","0.0000000","0.00000000","0.00000000","0","0","0.00000000","0","1.00000000","0.00000000","0.00000000","1.00000000","0.28571429","1.0000000","1.00000000","1.00000000","1.00000000","0.00000000","0.00000000","1.00000000","0","0.00000000","1.0000000","1.00000000","0.00000000","1.00000000","1.00000000","0.00000000","1.00000000","1.00000000","0","0.00000000","0.57142857","1.0000000","0.0000000","1","1.00000000","1.00000000","1.00000000","1.00000000","0","0.00000000","0.00000000","1.00000000","1.00000000","0.00000000","1.00000000","1.00000000","0.0000000","0.00000000","1.00000000","0.00000000","0.00000000","0","1.00000000","1.0000000","0.00000000","0.00000000","0.00000000","1.00000000","0.00000000","0","0.0000000","1.00000000","1.00000000","0.00000000","0.00000000","1.00000000","0","0.00000000","0","0.0000000","0.0000000","0","0.00000000","1.0000000","1.00000000","0.00000000","1.0000000","1.00000000","0.00000000","0.00000000","0.00000000","1.00000000","0.00000000","1.00000000","0.00000000","0","1.00000000","0.00000000","0.00000000","0.00000000","0.00000000","1.00000000","0","1.0000000","1.00000000","1.0000000","0.00000000","0.0000000","1.00000000","1.0000000","0.0000000","0","0","1.00000000","1.0000000","0.00000000","45.38312","45.28571","121.71429","27.00000","11076.571","261.4286","-183.8571429","445.2857","166.571429","-107.2857143","179.4286","-107.2857143","814.4286","110.85714","22.42857","44.428571","313.4286","85.71429","303.0000","3131","LincolnCounty","Wisconsin","41","8","483","55","69","Wisconsin","LincolnCounty","28743","2276530049","13208","45.95","26316499","1.16","1299.9","0","0.00","0","0.00",NA,"13208","45.95","26316499","1.16","1299.9","15535","54.05","2250213550","98.84","17.9","LincolnCounty","Wisconsin","13","LincolnCounty","Wisconsin",17.3
"257","LitchfieldCounty,Connecticut","-73.15639","41.72075","0.00000000","0.00000000","0","1.0000000","0.00000000","0","1.00000000","0.00000000","1.00000000","0.00000000","0","1.00000000","0.0000000","0.00000000","0.00000000","0","0","1.00000000","0","1.00000000","0.20000000","0.00000000","0.53333333","1.00000000","0.0000000","1.00000000","1.00000000","1.00000000","0.00000000","0.00000000","1.00000000","0","0.00000000","0.0000000","1.00000000","0.00000000","0.50000000","1.00000000","0.00000000","1.00000000","1.00000000","0","0.00000000","0.00000000","1.0000000","1.0000000","1","1.00000000","1.00000000","0.00000000","1.00000000","0","0.00000000","1.00000000","1.00000000","1.00000000","1.00000000","1.00000000","0.00000000","0.0000000","0.00000000","1.00000000","0.00000000","0.00000000","0","1.00000000","1.0000000","0.00000000","0.00000000","1.00000000","1.00000000","0.00000000","0","0.0000000","1.00000000","1.00000000","0.00000000","0.00000000","1.00000000","0","0.00000000","0","0.0000000","0.0000000","0","1.00000000","1.0000000","0.00000000","0.00000000","0.0000000","1.00000000","1.00000000","1.00000000","0.00000000","0.00000000","0.00000000","1.00000000","0.00000000","0","1.00000000","0.00000000","0.00000000","0.80000000","0.00000000","1.00000000","0","1.0000000","1.00000000","0.0000000","0.00000000","0.0000000","1.00000000","1.0000000","0.0000000","0","0","1.00000000","1.0000000","0.00000000","41.72075","86.73333","116.70000","30.90000","8979.967","274.3000","-98.4000000","372.7000","119.366667","-21.6333333","199.1000","-33.5666667","1221.5000","112.03333","85.73333","7.433333","323.0667","276.23333","310.3667","317","LitchfieldCounty","Connecticut","221","44","3","9","5","Connecticut","LitchfieldCounty","189927","2384238980","111205","58.55","242299580","10.16","1188.7","65861","34.68","168821149","7.08","1010.4","45344","23.87","73478431","3.08","1598.3","78722","41.45","2141939400","89.84","95.2","LitchfieldCounty","Connecticut","17","LitchfieldCounty","Connecticut",35
"258","LivingstonCounty,NewYork","-77.82972","42.71204","0.00000000","0.00000000","0","1.0000000","0.00000000","0","1.00000000","0.00000000","1.00000000","0.00000000","0","1.00000000","0.0000000","0.00000000","1.00000000","0","0","1.00000000","0","1.00000000","0.84210526","0.00000000","1.00000000","1.00000000","0.0000000","1.00000000","1.00000000","1.00000000","0.00000000","0.00000000","1.00000000","0","1.00000000","0.0000000","1.00000000","0.00000000","0.10526316","1.00000000","0.00000000","0.18421053","1.00000000","0","0.00000000","0.00000000","1.0000000","1.0000000","1","1.00000000","1.00000000","0.00000000","1.00000000","0","0.00000000","1.00000000","1.00000000","1.00000000","0.00000000","1.00000000","0.00000000","0.0000000","0.00000000","1.00000000","0.00000000","0.00000000","0","1.00000000","1.0000000","0.00000000","0.00000000","1.00000000","1.00000000","0.00000000","0","0.0000000","1.00000000","1.00000000","0.00000000","0.00000000","1.00000000","0","0.00000000","0","0.0000000","0.0000000","0","0.00000000","1.0000000","1.00000000","0.00000000","0.0000000","1.00000000","0.00000000","1.00000000","0.00000000","1.00000000","0.00000000","0.00000000","0.00000000","0","1.00000000","0.00000000","0.00000000","0.00000000","0.00000000","1.00000000","0","1.0000000","1.00000000","0.5263158","0.00000000","0.0000000","1.00000000","1.0000000","0.0000000","0","0","1.00000000","1.0000000","0.00000000","42.71204","76.39474","113.94737","30.21053","9132.158","268.1842","-102.7105263","370.8947","190.631579","-35.5789474","190.6316","-44.5000000","859.7895","96.65789","45.47368","21.184211","259.8158","148.52632","259.8158","1885","LivingstonCounty","NewYork","14","9","192","36","51","NewYork","LivingstonCounty","65393","1636257346","29654","45.35","53045606","3.24","1447.9","0","0.00","0","0.00",NA,"29654","45.35","53045606","3.24","1447.9","35739","54.65","1583211740","96.76","58.5","LivingstonCounty","NewYork","11","LivingstonCounty","NewYork",23.7
"259","LoudounCounty,Virginia","-77.63756","39.10858","0.00000000","0.00000000","0","1.0000000","0.00000000","0","1.00000000","0.00000000","1.00000000","0.00000000","0","1.00000000","0.0000000","0.00000000","1.00000000","0","0","1.00000000","0","1.00000000","0.00000000","0.00000000","0.00000000","1.00000000","0.0000000","1.00000000","1.00000000","1.00000000","0.00000000","0.00000000","0.00000000","0","0.00000000","0.0000000","1.00000000","0.00000000","0.05882353","1.00000000","0.00000000","0.00000000","1.00000000","0","0.29411765","0.00000000","1.0000000","1.0000000","1","1.00000000","1.00000000","1.00000000","1.00000000","0","0.00000000","1.00000000","1.00000000","1.00000000","1.00000000","0.00000000","0.00000000","0.0000000","1.00000000","1.00000000","1.00000000","0.00000000","0","1.00000000","1.0000000","0.00000000","0.58823529","1.00000000","1.00000000","0.00000000","0","0.0000000","1.00000000","1.00000000","0.00000000","0.00000000","1.00000000","0","0.00000000","0","1.0000000","0.0000000","0","1.00000000","1.0000000","1.00000000","0.00000000","0.0000000","1.00000000","0.00000000","0.88235294","0.00000000","0.85294118","1.00000000","0.08823529","0.94117647","0","1.00000000","0.00000000","0.00000000","0.00000000","0.00000000","1.00000000","0","1.0000000","1.00000000","0.0000000","0.00000000","0.0000000","1.00000000","1.0000000","0.0000000","0","0","1.00000000","1.0000000","0.00000000","39.10858","120.14706","121.79412","33.32353","8554.353","301.8824","-58.1176471","360.0000","210.911765","6.5294118","228.0882","6.5294118","1004.2941","100.02941","66.64706","12.382353","285.5294","208.05882","282.1471","2918","LoudounCounty","Virginia","218","26","367","51","107","Virginia","LoudounCounty","312311","1335297272","272957","87.40","271995125","20.37","2599.1","259231","83.00","250465884","18.76","2680.6","13726","4.39","21529241","1.61","1651.3","39354","12.60","1063302147","79.63","95.9","LoudounCounty","Virginia","18","LoudounCounty","Virginia",59.8
"260","LouisaCounty,Virginia","-77.95709","38.01437","0.00000000","0.00000000","0","1.0000000","0.00000000","0","1.00000000","0.00000000","1.00000000","0.00000000","0","1.00000000","0.0000000","0.00000000","1.00000000","0","0","1.00000000","0","1.00000000","0.00000000","0.00000000","0.00000000","1.00000000","0.0000000","1.00000000","1.00000000","1.00000000","0.00000000","0.00000000","0.00000000","0","0.00000000","0.0000000","1.00000000","0.00000000","0.41176471","1.00000000","0.00000000","0.00000000","1.00000000","0","0.00000000","0.00000000","1.0000000","1.0000000","1","0.00000000","1.00000000","0.38235294","1.00000000","0","0.00000000","0.88235294","1.00000000","1.00000000","0.32352941","0.00000000","0.00000000","0.0000000","0.64705882","1.00000000","1.00000000","0.17647059","0","1.00000000","1.0000000","0.00000000","1.00000000","0.00000000","1.00000000","0.00000000","0","0.0000000","1.00000000","0.26470588","0.00000000","0.00000000","1.00000000","0","0.00000000","0","1.0000000","0.0000000","0","1.00000000","1.0000000","1.00000000","0.70588235","0.0000000","0.00000000","0.00000000","0.32352941","0.00000000","1.00000000","1.00000000","0.00000000","0.26470588","0","1.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0","1.0000000","1.00000000","0.0000000","0.00000000","0.0000000","1.00000000","1.0000000","0.0000000","0","0","1.00000000","1.0000000","0.00000000","38.01437","132.35294","128.17647","36.02941","8086.559","306.6471","-44.7058824","351.3529","234.029412","24.7647059","234.0294","24.7647059","1082.6765","106.73529","76.08824","11.058824","304.5882","235.41176","304.5882","2919","LouisaCounty","Virginia","7","4","368","51","109","Virginia","LouisaCounty","33153","1285411656","0","0.00","0","0.00",NA,"0","0.00","0","0.00",NA,"0","0.00","0","0.00",NA,"33153","100.00","1285411656","100.00","66.8","LouisaCounty","Virginia","0","LouisaCounty","Virginia",23.2
"261","LunenburgCounty,Virginia","-78.23108","36.93781","0.00000000","0.00000000","0","0.2894737","1.00000000","0","1.00000000","0.00000000","1.00000000","0.00000000","0","1.00000000","0.0000000","0.00000000","1.00000000","0","0","1.00000000","0","1.00000000","0.00000000","0.00000000","0.00000000","1.00000000","0.0000000","1.00000000","1.00000000","1.00000000","0.00000000","0.00000000","0.00000000","0","0.00000000","0.0000000","1.00000000","0.00000000","1.00000000","1.00000000","0.00000000","0.00000000","1.00000000","0","0.00000000","0.00000000","1.0000000","1.0000000","1","0.00000000","1.00000000","0.00000000","0.47368421","0","0.00000000","0.00000000","1.00000000","1.00000000","0.00000000","0.00000000","0.00000000","0.0000000","0.02631579","1.00000000","1.00000000","1.00000000","0","1.00000000","1.0000000","0.00000000","1.00000000","0.00000000","1.00000000","0.00000000","0","0.0000000","1.00000000","0.00000000","0.00000000","0.00000000","1.00000000","0","0.00000000","0","1.0000000","0.0000000","0","1.00000000","1.0000000","1.00000000","1.00000000","0.0000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","1.00000000","0.00000000","0.00000000","0","1.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0","1.0000000","1.00000000","0.0000000","0.00000000","0.0000000","1.00000000","1.0000000","0.0000000","0","0","1.00000000","1.0000000","0.00000000","36.93781","136.15789","134.00000","37.52632","7936.526","311.2895","-41.7894737","353.0789","235.552632","59.7894737","236.8684","30.6842105","1104.1053","105.65789","80.31579","8.500000","301.9211","257.00000","301.8158","2920","LunenburgCounty","Virginia","0","4","369","51","111","Virginia","LunenburgCounty","12914","1118054299","0","0.00","0","0.00",NA,"0","0.00","0","0.00",NA,"0","0.00","0","0.00",NA,"12914","100.00","1118054299","100.00","29.9","LunenburgCounty","Virginia","0","LunenburgCounty","Virginia",10.6
"262","LuzerneCounty,Pennsylvania","-75.89455","41.14949","0.00000000","0.00000000","0","1.0000000","0.00000000","0","1.00000000","0.00000000","1.00000000","0.00000000","0","1.00000000","0.0000000","0.00000000","1.00000000","0","0","1.00000000","0","1.00000000","0.00000000","0.00000000","0.83870968","1.00000000","0.0000000","1.00000000","1.00000000","1.00000000","0.00000000","0.00000000","0.48387097","0","1.00000000","0.0000000","1.00000000","0.00000000","1.00000000","1.00000000","0.00000000","0.67741935","1.00000000","0","1.00000000","0.00000000","1.0000000","1.0000000","1","1.00000000","1.00000000","1.00000000","1.00000000","0","0.00000000","1.00000000","1.00000000","1.00000000","1.00000000","1.00000000","0.00000000","0.0000000","1.00000000","1.00000000","0.00000000","0.00000000","0","1.00000000","1.0000000","0.00000000","0.51612903","1.00000000","1.00000000","0.00000000","0","0.0000000","1.00000000","1.00000000","0.00000000","0.00000000","1.00000000","0","0.00000000","0","0.0000000","0.0000000","0","0.83870968","1.0000000","0.00000000","0.00000000","0.0000000","1.00000000","0.77419355","1.00000000","0.00000000","0.00000000","0.00000000","1.00000000","0.00000000","0","1.00000000","0.00000000","0.00000000","0.00000000","0.00000000","1.00000000","0","1.0000000","1.00000000","0.3870968","0.00000000","0.0000000","1.00000000","1.0000000","0.0000000","0","0","1.00000000","1.0000000","0.00000000","41.14949","79.09677","112.83871","30.64516","8835.903","263.8065","-98.8387097","362.6452","169.129032","-30.0000000","189.2258","-38.7096774","1102.7419","111.54839","67.87097","15.709677","326.9677","217.22581","317.8387","2321","LuzerneCounty","Pennsylvania","182","90","268","42","79","Pennsylvania","LuzerneCounty","320918","2305950580","256783","80.02","328476052","14.24","2024.7","256783","80.02","328476052","14.24","2024.7","0","0.00","0","0.00",NA,"64135","19.98","1977474528","85.76","84.0","LuzerneCounty","Pennsylvania","35","LuzerneCounty","Pennsylvania",22.8
"263","LycomingCounty,Pennsylvania","-77.09730","41.28778","0.00000000","0.00000000","0","1.0000000","0.00000000","0","1.00000000","0.00000000","1.00000000","0.00000000","0","1.00000000","0.0000000","0.00000000","1.00000000","0","0","1.00000000","0","1.00000000","0.00000000","0.00000000","1.00000000","1.00000000","0.0000000","1.00000000","1.00000000","1.00000000","0.00000000","0.00000000","1.00000000","0","0.52631579","0.0000000","1.00000000","0.00000000","1.00000000","1.00000000","0.00000000","1.00000000","1.00000000","0","0.57894737","0.00000000","1.0000000","1.0000000","1","1.00000000","1.00000000","1.00000000","1.00000000","0","0.00000000","1.00000000","1.00000000","1.00000000","1.00000000","1.00000000","0.00000000","0.0000000","0.65789474","1.00000000","0.00000000","0.00000000","0","1.00000000","1.0000000","0.00000000","0.00000000","1.00000000","1.00000000","0.00000000","0","0.0000000","1.00000000","1.00000000","0.00000000","0.00000000","1.00000000","0","0.00000000","0","0.0000000","0.0000000","0","0.07894737","1.0000000","0.00000000","0.00000000","0.0000000","1.00000000","0.76315789","1.00000000","0.00000000","0.00000000","0.00000000","0.52631579","0.00000000","0","1.00000000","0.78947368","0.00000000","0.00000000","0.00000000","1.00000000","0","1.0000000","1.00000000","1.0000000","0.00000000","0.0000000","1.00000000","1.0000000","0.0000000","0","0","1.00000000","1.0000000","0.00000000","41.28778","84.15789","117.73684","31.39474","8904.184","273.8684","-94.7894737","368.6579","174.894737","-35.0263158","195.3947","-35.0263158","972.1842","108.94737","56.92105","18.842105","304.4737","183.63158","293.8158","2322","LycomingCounty","Pennsylvania","71","28","269","42","81","Pennsylvania","LycomingCounty","116111","3182044798","73990","63.72","100348116","3.15","1909.7","56142","48.35","68629691","2.16","2118.7","17848","15.37","31718425","1.00","1457.4","42121","36.28","3081696682","96.85","35.4","LycomingCounty","Pennsylvania","18","LycomingCounty","Pennsylvania",22.1
"264","LynchburgCounty,Virginia","-79.17867","37.40288","0.00000000","0.00000000","0","1.0000000","0.00000000","0","1.00000000","0.00000000","1.00000000","0.00000000","0","1.00000000","0.0000000","0.00000000","1.00000000","0","0","1.00000000","0","1.00000000","0.00000000","0.00000000","0.00000000","1.00000000","0.0000000","1.00000000","1.00000000","1.00000000","0.00000000","0.00000000","0.00000000","0","0.00000000","0.0000000","1.00000000","0.00000000","1.00000000","1.00000000","0.00000000","0.00000000","1.00000000","0","0.00000000","0.00000000","1.0000000","1.0000000","1","0.00000000","1.00000000","1.00000000","1.00000000","0","0.00000000","1.00000000","1.00000000","1.00000000","1.00000000","0.00000000","0.00000000","0.0000000","1.00000000","1.00000000","1.00000000","1.00000000","0","1.00000000","1.0000000","0.00000000","0.00000000","0.08333333","1.00000000","0.00000000","0","0.0000000","1.00000000","1.00000000","0.00000000","0.00000000","1.00000000","0","0.00000000","0","1.0000000","0.0000000","0","1.00000000","1.0000000","1.00000000","1.00000000","0.0000000","0.00000000","0.00000000","1.00000000","0.00000000","1.00000000","1.00000000","0.00000000","1.00000000","0","1.00000000","0.00000000","0.00000000","0.00000000","0.00000000","1.00000000","0","1.0000000","1.00000000","0.0000000","0.00000000","0.0000000","1.00000000","1.0000000","0.0000000","0","0","1.00000000","1.0000000","0.00000000","37.40288","132.66667","127.91667","36.75000","7930.667","304.8333","-39.7500000","344.5833","213.750000","27.4166667","232.5833","27.4166667","1076.0833","106.91667","76.50000","10.000000","294.4167","239.00000","286.6667","2980","LynchburgCounty","Virginia","10","1","429","51","680","Virginia","LynchburgCounty","75568","127239697","73534","97.31","99729380","78.38","1909.7","73534","97.31","99729380","78.38","1909.7","0","0.00","0","0.00",NA,"2034","2.69","27510317","21.62","191.5","LynchburgCounty","Virginia","10","LynchburgCounty","Virginia",33.6
"265","LyonCounty,Minnesota","-95.88752","44.42191","0.00000000","0.50000000","0","1.0000000","0.00000000","0","1.00000000","0.00000000","1.00000000","0.00000000","0","0.00000000","0.0000000","0.00000000","0.00000000","0","0","0.00000000","0","1.00000000","0.00000000","1.00000000","0.00000000","0.00000000","1.0000000","1.00000000","1.00000000","1.00000000","0.00000000","0.00000000","0.00000000","0","0.00000000","1.0000000","1.00000000","0.00000000","0.00000000","1.00000000","0.00000000","0.00000000","1.00000000","0","0.00000000","1.00000000","1.0000000","0.0000000","1","1.00000000","1.00000000","1.00000000","0.30000000","0","0.00000000","0.00000000","1.00000000","1.00000000","0.00000000","0.00000000","0.00000000","0.0000000","0.00000000","1.00000000","0.00000000","0.00000000","0","1.00000000","1.0000000","1.00000000","0.00000000","0.00000000","0.00000000","1.00000000","0","0.0000000","1.00000000","1.00000000","0.00000000","1.00000000","1.00000000","0","0.00000000","0","0.0000000","1.0000000","0","0.10000000","1.0000000","1.00000000","0.00000000","1.0000000","1.00000000","0.00000000","0.00000000","1.00000000","1.00000000","0.00000000","0.90000000","1.00000000","0","1.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.10000000","0","1.0000000","1.00000000","1.0000000","0.00000000","1.0000000","1.00000000","1.0000000","0.0000000","0","0","1.00000000","1.0000000","0.00000000","44.42191","67.40000","120.30000","25.90000","11680.500","290.9000","-165.6000000","456.5000","190.900000","-91.7000000","210.6000","-91.7000000","642.4000","94.50000","15.60000","50.400000","263.5000","51.30000","258.2000","1378","LyonCounty","Minnesota","3","23","90","27","83","Minnesota","LyonCounty","25857","1850698900","13464","52.07","17759716","0.96","1963.5","0","0.00","0","0.00",NA,"13464","52.07","17759716","0.96","1963.5","12393","47.93","1832939184","99.04","17.5","LyonCounty","Minnesota","11","LyonCounty","Minnesota",26.5
