"","State.County","Long.x","Lat.y","Alces alces","Antilocapra americana","Bassariscus astutus","Blarina brevicauda","Blarina carolinensis","Blarina hylophaga","Canis latrans","Canis lupus","Castor canadensis","Cervus canadensis","Chaetodipus hispidus","Condylura cristata","Corynorhinus rafinesquii","Corynorhinus townsendii","Cryptotis parva","Cynomys ludovicianus","Dasypus novemcinctus","Didelphis virginiana","Dipodomys ordii","Eptesicus fuscus","Erethizon dorsatum","Geomys bursarius","Glaucomys sabrinus","Glaucomys volans","Ictidomys tridecemlineatus","Lasionycteris noctivagans","Lasiurus borealis","Lasiurus cinereus","Lasiurus intermedius","Lasiurus seminolus","Lepus americanus","Lepus californicus","Lepus europaeus","Lepus townsendii","Lontra canadensis","Lynx canadensis","Lynx rufus","Marmota monax","Martes americana","Martes pennanti","Mephitis mephitis","Microtus breweri","Microtus chrotorrhinus","Microtus ochrogaster","Microtus pennsylvanicus","Microtus pinetorum","Mus musculus","Mustela erminea","Mustela frenata","Mustela nivalis","Myodes gapperi","Myotis austroriparius","Myotis grisescens","Myotis leibii","Myotis lucifugus","Myotis septentrionalis","Myotis sodalis","Napaeozapus insignis","Neotamias minimus","Neotoma floridana","Neotoma magister","Neovison vison","Nycticeius humeralis","Ochrotomys nuttalli","Odocoileus hemionus","Odocoileus virginianus","Ondatra zibethicus","Onychomys leucogaster","Oryzomys palustris","Parascalops breweri","Perimyotis subflavus","Perognathus flavescens","Peromyscus attwateri","Peromyscus gossypinus","Peromyscus leucopus","Peromyscus maniculatus","Phenacomys ungava","Poliocitellus franklinii","Procyon lotor","Rangifer tarandus","Rattus norvegicus","Reithrodontomys fulvescens","Reithrodontomys humulis","Reithrodontomys megalotis","Reithrodontomys montanus","Scalopus aquaticus","Sciurus carolinensis","Sciurus niger","Sigmodon hispidus","Sorex arcticus","Sorex cinereus","Sorex dispar","Sorex fumeus","Sorex haydeni","Sorex hoyi","Sorex longirostris","Sorex palustris","Spilogale putorius","Sylvilagus aquaticus","Sylvilagus floridanus","Sylvilagus obscurus","Sylvilagus palustris","Sylvilagus transitionalis","Synaptomys borealis","Synaptomys cooperi","Tadarida brasiliensis","Tamias striatus","Tamiasciurus hudsonicus","Taxidea taxus","Thomomys talpoides","Urocitellus richardsonii","Urocyon cinereoargenteus","Ursus americanus","Ursus arctos","Vulpes lagopus","Vulpes velox","Vulpes vulpes","Zapus hudsonius","Zapus princeps","Lat.y","bio1","bio2","bio3","bio4","bio5","bio6","bio7","bio8","bio9","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","X.x","Ctyname","Stname","Cases2017","Facility.Count","X.y","STATE","COUNTY","STATENAME","COUNTYNAME","POP_COU","AREA_COU","POP_URBAN","POPPCT_URBAN","AREA_URBAN","AREAPCT_URBAN","POPDEN_URBAN","POP_UA","POPPCT_UA","AREA_UA","AREAPCT_UA","POPDEN_UA","POP_UC","POPPCT_UC","AREA_UC","AREAPCT_UC","POPDEN_UC","POP_RURAL","POPPCT_RURAL","AREA_RURAL","AREAPCT_RURAL","POPDEN_RURAL","cnty_name","state_name","Percent.Pop.N.Park","County.Name","State.Name","Education"
"88","ChemungCounty,NewYork","-76.71896","42.19299","0.00000000","0.00000000","0","1.0000000","0.00000000","0","1.00000000","0.00000000","1.00000000","0.00000000","0","1.00000000","0.0000000","0.00000000","1.00000000","0","0","1.00000000","0","1.00000000","0.88235294","0.00000000","1.00000000","1.00000000","0.0000000","1.00000000","1.00000000","1.00000000","0.00000000","0.00000000","1.00000000","0","1.00000000","0.0000000","1.00000000","0.00000000","1.00000000","1.00000000","0.00000000","1.00000000","1.00000000","0","0.00000000","0.00000000","1.0000000","1.0000000","1","1.00000000","1.00000000","1.00000000","1.00000000","0","0.00000000","1.00000000","1.00000000","1.00000000","0.82352941","1.00000000","0.00000000","0.0000000","0.00000000","1.00000000","0.00000000","0.00000000","0","1.00000000","1.0000000","0.00000000","0.00000000","1.00000000","1.00000000","0.00000000","0","0.0000000","1.00000000","1.00000000","0.00000000","0.00000000","1.00000000","0","0.00000000","0","0.0000000","0.0000000","0","0.00000000","1.0000000","0.58823529","0.00000000","0.0000000","1.00000000","0.00000000","1.00000000","0.00000000","0.76470588","0.00000000","0.70588235","0.00000000","0","1.00000000","0.00000000","0.00000000","0.00000000","0.00000000","1.00000000","0","1.0000000","1.00000000","1.0000000","0.00000000","0.0000000","1.00000000","1.0000000","0.0000000","0","0","1.00000000","1.0000000","0.00000000","42.19299","73.11765","118.94118","31.35294","8964.706","266.0588","-106.7058824","372.7647","164.235294","-35.8235294","185.3529","-46.0588235","890.0588","99.35294","47.76471","19.941176","271.4118","159.70588","267.1176","1867","ChemungCounty","NewYork","115","15","174","36","15","NewYork","ChemungCounty","88830","1055035677","67352","75.82","94575446","8.96","1844.5","67352","75.82","94575446","8.96","1844.5","0","0.00","0","0.00",NA,"21478","24.18","960460231","91.04","57.9","ChemungCounty","NewYork","15","ChemungCounty","NewYork",25.1
"89","ChenangoCounty,NewYork","-75.47530","42.45580","0.00000000","0.00000000","0","1.0000000","0.00000000","0","1.00000000","0.00000000","1.00000000","0.00000000","0","1.00000000","0.0000000","0.00000000","1.00000000","0","0","1.00000000","0","1.00000000","1.00000000","0.00000000","1.00000000","1.00000000","0.0000000","1.00000000","1.00000000","1.00000000","0.00000000","0.10000000","1.00000000","0","1.00000000","0.0000000","1.00000000","0.00000000","1.00000000","1.00000000","0.00000000","1.00000000","1.00000000","0","1.00000000","0.00000000","1.0000000","1.0000000","1","1.00000000","1.00000000","0.05000000","1.00000000","0","0.00000000","1.00000000","1.00000000","1.00000000","1.00000000","1.00000000","0.00000000","0.0000000","0.00000000","1.00000000","0.00000000","0.00000000","0","1.00000000","1.0000000","0.00000000","0.00000000","1.00000000","1.00000000","0.00000000","0","0.0000000","1.00000000","1.00000000","0.00000000","0.00000000","1.00000000","0","0.00000000","0","0.0000000","0.0000000","0","0.00000000","1.0000000","0.00000000","0.00000000","0.0000000","1.00000000","0.00000000","1.00000000","0.00000000","0.75000000","0.00000000","1.00000000","0.00000000","0","1.00000000","0.00000000","0.00000000","0.00000000","0.00000000","1.00000000","0","1.0000000","1.00000000","0.2500000","0.00000000","0.0000000","1.00000000","1.0000000","0.0000000","0","0","1.00000000","1.0000000","0.00000000","42.45580","68.60000","117.05000","30.70000","9109.550","259.3000","-114.9500000","374.2500","160.800000","-43.0000000","181.6500","-53.2000000","1034.8000","101.75000","61.15000","14.300000","293.1000","202.45000","290.8500","1868","ChenangoCounty","NewYork","127","9","175","36","17","NewYork","ChenangoCounty","50477","2314279661","8373","16.59","9173099","0.40","2364.1","0","0.00","0","0.00",NA,"8373","16.59","9173099","0.40","2364.1","42104","83.41","2305106562","99.60","47.3","ChenangoCounty","NewYork","0","ChenangoCounty","NewYork",18.6
"90","ChesapeakeCounty,Virginia","-76.26509","36.74824","0.00000000","0.00000000","0","1.0000000","1.00000000","0","1.00000000","0.00000000","1.00000000","0.00000000","0","1.00000000","0.1600000","0.00000000","1.00000000","0","0","1.00000000","0","1.00000000","0.00000000","0.00000000","0.00000000","1.00000000","0.0000000","1.00000000","1.00000000","1.00000000","1.00000000","1.00000000","0.00000000","0","0.00000000","0.0000000","1.00000000","0.00000000","0.88000000","0.00000000","0.00000000","0.00000000","0.32000000","0","0.00000000","0.00000000","1.0000000","1.0000000","1","0.00000000","1.00000000","0.00000000","0.00000000","0","0.00000000","0.00000000","1.00000000","1.00000000","0.00000000","0.00000000","0.00000000","0.0000000","0.00000000","1.00000000","1.00000000","1.00000000","0","1.00000000","1.0000000","0.00000000","1.00000000","0.00000000","1.00000000","0.00000000","0","1.0000000","1.00000000","0.00000000","0.00000000","0.00000000","1.00000000","0","0.00000000","0","1.0000000","0.0000000","0","1.00000000","1.0000000","1.00000000","0.00000000","0.0000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","1.00000000","0.00000000","0.00000000","0","1.00000000","0.00000000","1.00000000","0.00000000","0.00000000","1.00000000","0","1.0000000","0.24000000","0.0000000","0.00000000","0.0000000","1.00000000","1.0000000","0.0000000","0","0","1.00000000","1.0000000","0.00000000","36.74824","152.92000","99.84000","32.04000","7529.280","305.0800","-2.2000000","307.2800","243.480000","112.9600000","248.0400","54.6400000","1160.4000","133.76000","73.56000","18.880000","370.0800","239.96000","359.9200","2966","ChesapeakeCounty","Virginia","4","1","415","51","550","Virginia","ChesapeakeCounty","222209","882669156","205261","92.37","229343690","25.98","2318.0","205261","92.37","229343690","25.98","2318.0","0","0.00","0","0.00",NA,"16948","7.63","653325466","74.02","67.2","ChesapeakeCounty","Virginia","21","ChesapeakeCounty","Virginia",31.5
"91","CheshireCounty,NewHampshire","-72.33399","42.95676","0.90000000","0.00000000","0","1.0000000","0.00000000","0","1.00000000","0.00000000","1.00000000","0.00000000","0","1.00000000","0.0000000","0.00000000","0.00000000","0","0","1.00000000","0","1.00000000","1.00000000","0.00000000","1.00000000","1.00000000","0.0000000","1.00000000","1.00000000","1.00000000","0.00000000","0.00000000","1.00000000","0","0.00000000","0.0000000","1.00000000","0.00000000","0.56666667","1.00000000","0.00000000","1.00000000","1.00000000","0","0.96666667","0.00000000","1.0000000","1.0000000","1","1.00000000","1.00000000","0.00000000","1.00000000","0","0.00000000","1.00000000","1.00000000","1.00000000","1.00000000","1.00000000","0.00000000","0.0000000","0.00000000","1.00000000","0.00000000","0.00000000","0","1.00000000","1.0000000","0.00000000","0.00000000","1.00000000","1.00000000","0.00000000","0","0.0000000","1.00000000","1.00000000","0.00000000","0.00000000","1.00000000","0","0.00000000","0","0.0000000","0.0000000","0","0.00000000","1.0000000","0.00000000","0.00000000","0.0000000","1.00000000","1.00000000","1.00000000","0.00000000","0.00000000","0.00000000","1.00000000","0.00000000","0","1.00000000","0.00000000","0.00000000","0.00000000","0.00000000","1.00000000","0","1.0000000","1.00000000","0.0000000","0.00000000","0.0000000","1.00000000","1.0000000","0.0000000","0","0","1.00000000","1.0000000","0.00000000","42.95676","69.13333","126.73333","30.90000","9494.167","270.3667","-132.5333333","402.9000","137.766667","-45.6000000","187.5000","-58.8000000","1105.7667","104.10000","77.90000","8.400000","294.9000","246.60000","292.5000","1795","CheshireCounty","NewHampshire","52","11","138","33","5","NewHampshire","CheshireCounty","77117","1830241632","26979","34.98","37739830","2.06","1851.5","0","0.00","0","0.00",NA,"26979","34.98","37739830","2.06","1851.5","50138","65.02","1792501802","97.94","72.4","CheshireCounty","NewHampshire","23","CheshireCounty","NewHampshire",32.6
"92","ChesterCounty,Pennsylvania","-75.73271","39.97841","0.00000000","0.00000000","0","1.0000000","0.00000000","0","1.00000000","0.00000000","1.00000000","0.00000000","0","1.00000000","0.0000000","0.00000000","1.00000000","0","0","1.00000000","0","1.00000000","0.00000000","0.00000000","0.00000000","1.00000000","0.0000000","1.00000000","1.00000000","1.00000000","0.00000000","0.52380952","0.00000000","0","0.00000000","0.0000000","1.00000000","0.00000000","0.11111111","1.00000000","0.00000000","0.00000000","1.00000000","0","0.31746032","0.00000000","1.0000000","1.0000000","1","1.00000000","1.00000000","0.39682540","1.00000000","0","0.00000000","1.00000000","1.00000000","1.00000000","0.61904762","0.00000000","0.00000000","0.0000000","1.00000000","1.00000000","1.00000000","0.00000000","0","1.00000000","1.0000000","0.00000000","1.00000000","1.00000000","1.00000000","0.00000000","0","0.0000000","1.00000000","0.80952381","0.00000000","0.00000000","1.00000000","0","0.00000000","0","0.0000000","0.0000000","0","1.00000000","1.0000000","0.55555556","0.00000000","0.0000000","1.00000000","0.00000000","0.19047619","0.00000000","0.00000000","0.00000000","0.26984127","0.00000000","0","1.00000000","0.00000000","0.00000000","0.00000000","0.00000000","1.00000000","0","1.0000000","1.00000000","0.0000000","0.00000000","0.0000000","1.00000000","1.0000000","0.0000000","0","0","1.00000000","1.0000000","0.00000000","39.97841","112.71429","110.69841","30.71429","8732.683","292.6984","-62.4761905","355.1746","204.396825","5.6507937","222.7302","-2.9365079","1125.3810","112.07937","73.33333","11.698413","318.8889","244.95238","312.6667","2296","ChesterCounty","Pennsylvania","628","95","243","42","29","Pennsylvania","ChesterCounty","498886","1943805957","432651","86.72","907057135","46.66","1235.4","431411","86.47","904793389","46.55","1234.9","1240","0.25","2263746","0.12","1418.7","66235","13.28","1036748822","53.34","165.5","ChesterCounty","Pennsylvania","27","ChesterCounty","Pennsylvania",51
"93","ChesterfieldCounty,Virginia","-77.54491","37.35920","0.00000000","0.00000000","0","1.0000000","1.00000000","0","1.00000000","0.00000000","1.00000000","0.00000000","0","1.00000000","0.0000000","0.00000000","1.00000000","0","0","1.00000000","0","1.00000000","0.00000000","0.00000000","0.00000000","1.00000000","0.0000000","1.00000000","1.00000000","1.00000000","0.00000000","0.00000000","0.00000000","0","0.00000000","0.0000000","1.00000000","0.00000000","1.00000000","1.00000000","0.00000000","0.00000000","1.00000000","0","0.00000000","0.00000000","1.0000000","1.0000000","1","0.00000000","1.00000000","0.00000000","0.83582090","0","0.00000000","0.00000000","1.00000000","1.00000000","0.00000000","0.00000000","0.00000000","0.0000000","0.00000000","1.00000000","1.00000000","1.00000000","0","1.00000000","1.0000000","0.00000000","1.00000000","0.00000000","1.00000000","0.00000000","0","0.7910448","1.00000000","0.00000000","0.00000000","0.00000000","1.00000000","0","0.00000000","0","1.0000000","0.0000000","0","1.00000000","1.0000000","1.00000000","1.00000000","0.0000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","1.00000000","0.00000000","0.00000000","0","1.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0","1.0000000","1.00000000","0.0000000","0.00000000","0.0000000","1.00000000","1.0000000","0.0000000","0","0","1.00000000","1.0000000","0.00000000","37.35920","139.83582","129.38806","36.52239","7974.328","314.3284","-35.1194030","349.4478","235.477612","66.0000000","240.8507","34.2238806","1101.4478","112.92537","78.49254","11.507463","315.7463","250.22388","312.5224","2886","ChesterfieldCounty","Virginia","20","34","335","51","41","Virginia","ChesterfieldCounty","316236","1096334108","297487","94.07","515291164","47.00","1495.2","297487","94.07","515291164","47.00","1495.2","0","0.00","0","0.00",NA,"18749","5.93","581042944","53.00","83.6","ChesterfieldCounty","Virginia","9","ChesterfieldCounty","Virginia",38.4
"94","ChippewaCounty,Minnesota","-95.62226","44.91305","0.00000000","0.41176471","0","1.0000000","0.00000000","0","1.00000000","0.00000000","1.00000000","0.00000000","0","0.05882353","0.0000000","0.00000000","0.00000000","0","0","0.00000000","0","1.00000000","0.00000000","1.00000000","0.00000000","0.00000000","1.0000000","1.00000000","1.00000000","1.00000000","0.00000000","0.00000000","0.00000000","0","0.00000000","1.0000000","1.00000000","0.00000000","0.00000000","1.00000000","0.00000000","0.00000000","1.00000000","0","0.00000000","1.00000000","1.0000000","0.0000000","1","1.00000000","1.00000000","1.00000000","1.00000000","0","0.00000000","0.00000000","1.00000000","1.00000000","0.00000000","0.00000000","0.00000000","0.0000000","0.00000000","1.00000000","0.00000000","0.00000000","0","1.00000000","1.0000000","1.00000000","0.00000000","0.00000000","0.11764706","1.00000000","0","0.0000000","1.00000000","1.00000000","0.00000000","1.00000000","1.00000000","0","0.00000000","0","0.0000000","1.0000000","0","0.00000000","1.0000000","1.00000000","0.00000000","1.0000000","1.00000000","0.00000000","0.00000000","1.00000000","1.00000000","0.00000000","1.00000000","1.00000000","0","1.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0","1.0000000","1.00000000","1.0000000","0.00000000","1.0000000","1.00000000","1.0000000","0.0000000","0","0","1.00000000","1.0000000","0.00000000","44.91305","64.88235","121.94118","25.82353","11874.059","288.4706","-175.7058824","464.1765","209.294118","-97.5882353","209.2941","-97.5882353","612.5882","89.58824","18.64706","49.588235","257.0588","58.11765","257.0588","1348","ChippewaCounty","Minnesota","0","8","60","27","23","Minnesota","ChippewaCounty","12441","1505097828","6178","49.66","10045894","0.67","1592.8","0","0.00","0","0.00",NA,"6178","49.66","10045894","0.67","1592.8","6263","50.34","1495051934","99.33","10.8","ChippewaCounty","Minnesota","37","ChippewaCounty","Minnesota",17.8
"95","ChippewaCounty,Wisconsin","-91.34072","45.08581","0.00000000","0.00000000","0","1.0000000","0.00000000","0","1.00000000","0.00000000","1.00000000","0.00000000","0","1.00000000","0.0000000","0.00000000","0.00000000","0","0","0.00000000","0","1.00000000","0.00000000","1.00000000","1.00000000","1.00000000","1.0000000","1.00000000","1.00000000","1.00000000","0.00000000","0.00000000","1.00000000","0","0.00000000","1.0000000","1.00000000","0.00000000","1.00000000","1.00000000","0.00000000","1.00000000","1.00000000","0","0.00000000","1.00000000","1.0000000","0.3000000","1","1.00000000","1.00000000","1.00000000","1.00000000","0","0.00000000","0.00000000","1.00000000","1.00000000","0.00000000","0.90000000","1.00000000","0.0000000","0.00000000","1.00000000","0.00000000","0.00000000","0","1.00000000","1.0000000","0.00000000","0.00000000","0.00000000","1.00000000","0.00000000","0","0.0000000","1.00000000","1.00000000","0.00000000","1.00000000","1.00000000","0","0.00000000","0","0.0000000","0.1000000","0","1.00000000","1.0000000","1.00000000","0.00000000","1.0000000","1.00000000","0.00000000","0.00000000","0.00000000","1.00000000","0.00000000","1.00000000","0.00000000","0","1.00000000","0.00000000","0.00000000","0.00000000","0.00000000","1.00000000","0","1.0000000","1.00000000","1.0000000","0.00000000","0.0000000","1.00000000","1.0000000","0.0000000","0","0","1.00000000","1.0000000","0.00000000","45.08581","59.50000","125.80000","27.10000","11275.700","279.1000","-175.6000000","454.7000","195.500000","-96.7000000","195.5000","-96.7000000","815.8000","112.70000","19.90000","48.500000","323.3000","76.10000","323.3000","3105","ChippewaCounty","Wisconsin","52","15","457","55","17","Wisconsin","ChippewaCounty","62415","2611672690","33615","53.86","90017262","3.45","967.2","26826","42.98","80407243","3.08","864.1","6789","10.88","9610019","0.37","1829.7","28800","46.14","2521655428","96.55","29.6","ChippewaCounty","Wisconsin","13","ChippewaCounty","Wisconsin",20.2
"96","ChisagoCounty,Minnesota","-92.84568","45.49721","0.00000000","0.00000000","0","1.0000000","0.00000000","0","1.00000000","0.00000000","1.00000000","0.00000000","0","1.00000000","0.0000000","0.00000000","0.00000000","0","0","0.00000000","0","1.00000000","0.00000000","1.00000000","1.00000000","1.00000000","1.0000000","1.00000000","1.00000000","1.00000000","0.00000000","0.00000000","1.00000000","0","0.00000000","1.0000000","1.00000000","0.00000000","1.00000000","1.00000000","0.00000000","0.90000000","1.00000000","0","0.00000000","1.00000000","1.0000000","0.0000000","1","1.00000000","1.00000000","1.00000000","1.00000000","0","0.00000000","0.00000000","1.00000000","1.00000000","0.00000000","0.70000000","0.90000000","0.0000000","0.00000000","1.00000000","0.00000000","0.00000000","0","1.00000000","1.0000000","0.00000000","0.00000000","0.00000000","1.00000000","0.00000000","0","0.0000000","1.00000000","1.00000000","0.00000000","1.00000000","1.00000000","0","0.00000000","0","0.0000000","0.2000000","0","1.00000000","1.0000000","1.00000000","0.00000000","1.0000000","1.00000000","0.00000000","0.00000000","0.00000000","1.00000000","0.00000000","1.00000000","1.00000000","0","1.00000000","0.00000000","0.00000000","0.00000000","0.00000000","1.00000000","0","1.0000000","1.00000000","1.0000000","0.00000000","0.0000000","1.00000000","1.0000000","0.0000000","0","0","1.00000000","1.0000000","0.00000000","45.49721","59.90000","119.80000","25.40000","11678.550","279.8000","-182.8500000","462.6500","200.650000","-102.3000000","200.6500","-102.3000000","767.6000","112.40000","19.20000","50.300000","316.9000","70.25000","316.9000","1349","ChisagoCounty","Minnesota","31","7","61","27","25","Minnesota","ChisagoCounty","53887","1074486739","23932","44.41","53666739","4.99","1155.0","0","0.00","0","0.00",NA,"23932","44.41","53666739","4.99","1155.0","29955","55.59","1020820000","95.01","76.0","ChisagoCounty","Minnesota","17","ChisagoCounty","Minnesota",21.2
"97","ChittendenCounty,Vermont","-73.04348","44.44081","1.00000000","0.00000000","0","1.0000000","0.00000000","0","1.00000000","0.00000000","1.00000000","0.00000000","0","1.00000000","0.0000000","0.00000000","0.00000000","0","0","1.00000000","0","1.00000000","1.00000000","0.00000000","1.00000000","1.00000000","0.0000000","1.00000000","1.00000000","1.00000000","0.00000000","0.00000000","1.00000000","0","0.00000000","0.0000000","1.00000000","0.00000000","1.00000000","1.00000000","0.00000000","1.00000000","1.00000000","0","1.00000000","0.00000000","1.0000000","1.0000000","1","1.00000000","1.00000000","0.00000000","1.00000000","0","0.00000000","1.00000000","1.00000000","1.00000000","1.00000000","1.00000000","0.00000000","0.0000000","0.00000000","1.00000000","0.00000000","0.00000000","0","1.00000000","1.0000000","0.00000000","0.00000000","1.00000000","1.00000000","0.00000000","0","0.0000000","1.00000000","1.00000000","0.00000000","0.00000000","1.00000000","0","0.00000000","0","0.0000000","0.0000000","0","0.00000000","1.0000000","0.00000000","0.00000000","0.0000000","1.00000000","0.12903226","1.00000000","0.00000000","1.00000000","0.00000000","1.00000000","0.00000000","0","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","1.00000000","0","1.0000000","1.00000000","0.0000000","0.00000000","0.0000000","1.00000000","1.0000000","0.0000000","0","0","1.00000000","1.0000000","0.00000000","44.44081","56.90323","110.64516","27.09677","10004.226","255.5484","-146.2258065","401.7742","180.935484","-65.6451613","180.9355","-77.9032258","1013.6774","114.45161","54.32258","20.451613","313.1935","181.25806","313.1935","2854","ChittendenCounty","Vermont","184","21","304","50","7","Vermont","ChittendenCounty","156545","1389731195","115865","74.01","181133936","13.03","1656.7","108740","69.46","159947183","11.51","1760.8","7125","4.55","21186753","1.52","871.0","40680","25.99","1208597259","86.97","87.2","ChittendenCounty","Vermont","29","ChittendenCounty","Vermont",49.6
"98","ClarionCounty,Pennsylvania","-79.49785","41.10878","0.00000000","0.00000000","0","1.0000000","0.00000000","0","1.00000000","0.00000000","1.00000000","0.00000000","0","1.00000000","0.0000000","0.00000000","1.00000000","0","0","1.00000000","0","1.00000000","0.00000000","0.00000000","0.08620690","1.00000000","0.0000000","1.00000000","1.00000000","1.00000000","0.00000000","0.00000000","0.10344828","0","0.00000000","0.0000000","1.00000000","0.00000000","0.94827586","1.00000000","0.00000000","0.13793103","1.00000000","0","0.00000000","0.00000000","1.0000000","1.0000000","1","1.00000000","1.00000000","1.00000000","1.00000000","0","0.00000000","1.00000000","1.00000000","1.00000000","1.00000000","1.00000000","0.00000000","0.0000000","0.00000000","1.00000000","0.91379310","0.00000000","0","1.00000000","1.0000000","0.00000000","0.00000000","1.00000000","1.00000000","0.00000000","0","0.0000000","1.00000000","1.00000000","0.00000000","0.00000000","1.00000000","0","0.00000000","0","0.0000000","0.0000000","0","0.00000000","1.0000000","0.00000000","0.00000000","0.0000000","1.00000000","0.00000000","1.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0","1.00000000","0.00000000","0.00000000","0.00000000","0.00000000","1.00000000","0","1.0000000","1.00000000","1.0000000","0.00000000","0.0000000","1.00000000","1.0000000","0.0000000","0","0","1.00000000","1.0000000","0.00000000","41.10878","84.29310","125.12069","33.00000","8891.966","275.2241","-99.6379310","374.8621","180.551724","-35.0862069","194.0345","-35.7068966","1104.0517","117.82759","63.91379","17.344828","335.8103","216.06897","335.3103","2297","ClarionCounty","Pennsylvania","198","13","244","42","31","Pennsylvania","ClarionCounty","39988","1556153827","9373","23.44","17249462","1.11","1407.3","0","0.00","0","0.00",NA,"9373","23.44","17249462","1.11","1407.3","30615","76.56","1538904365","98.89","51.5","ClarionCounty","Pennsylvania","4","ClarionCounty","Pennsylvania",21.8
"99","ClarkCounty,Wisconsin","-90.65318","44.67435","0.00000000","0.00000000","0","1.0000000","0.00000000","0","1.00000000","0.00000000","1.00000000","0.00000000","0","0.90000000","0.0000000","0.00000000","0.00000000","0","0","0.00000000","0","1.00000000","0.00000000","0.70000000","0.80000000","1.00000000","1.0000000","1.00000000","1.00000000","1.00000000","0.00000000","0.00000000","1.00000000","0","0.00000000","1.0000000","1.00000000","0.00000000","0.70000000","1.00000000","0.00000000","1.00000000","1.00000000","0","0.00000000","1.00000000","1.0000000","1.0000000","1","1.00000000","1.00000000","1.00000000","1.00000000","0","0.00000000","0.00000000","1.00000000","1.00000000","0.00000000","0.50000000","1.00000000","0.0000000","0.00000000","1.00000000","0.00000000","0.00000000","0","1.00000000","1.0000000","0.00000000","0.00000000","0.00000000","1.00000000","0.00000000","0","0.0000000","1.00000000","1.00000000","0.00000000","1.00000000","1.00000000","0","0.00000000","0","0.0000000","0.5000000","0","0.90000000","1.0000000","1.00000000","0.00000000","1.0000000","1.00000000","0.00000000","0.00000000","0.00000000","1.00000000","0.00000000","1.00000000","0.00000000","0","1.00000000","0.00000000","0.00000000","0.00000000","0.00000000","1.00000000","0","1.0000000","1.00000000","1.0000000","0.00000000","0.0000000","1.00000000","1.0000000","0.0000000","0","0","1.00000000","1.0000000","0.00000000","44.67435","56.50000","123.90000","27.10000","11130.900","273.3000","-174.9000000","448.2000","186.000000","-97.6000000","191.0000","-97.6000000","827.2000","108.80000","21.70000","46.700000","320.2000","79.20000","318.9000","3106","ClarkCounty","Wisconsin","12","13","458","55","19","Wisconsin","ClarkCounty","34690","3133407354","2869","8.27","3283508","0.10","2263.0","0","0.00","0","0.00",NA,"2869","8.27","3283508","0.10","2263.0","31821","91.73","3130123846","99.90","26.3","ClarkCounty","Wisconsin","22","ClarkCounty","Wisconsin",11.4
"100","ClarkeCounty,Virginia","-77.99731","39.06784","0.00000000","0.00000000","0","1.0000000","0.00000000","0","1.00000000","0.00000000","1.00000000","0.00000000","0","1.00000000","0.0000000","0.00000000","1.00000000","0","0","1.00000000","0","1.00000000","0.00000000","0.00000000","0.00000000","1.00000000","0.0000000","1.00000000","1.00000000","1.00000000","0.00000000","0.00000000","0.56250000","0","0.00000000","0.0000000","1.00000000","0.00000000","0.56250000","1.00000000","0.00000000","0.00000000","1.00000000","0","0.12500000","0.00000000","1.0000000","1.0000000","1","0.56250000","1.00000000","1.00000000","1.00000000","0","0.00000000","1.00000000","1.00000000","1.00000000","1.00000000","0.00000000","0.00000000","0.0000000","1.00000000","1.00000000","1.00000000","0.00000000","0","1.00000000","1.0000000","0.00000000","0.00000000","1.00000000","1.00000000","0.00000000","0","0.0000000","1.00000000","1.00000000","0.00000000","0.00000000","1.00000000","0","0.00000000","0","0.9375000","0.0000000","0","1.00000000","1.0000000","1.00000000","0.00000000","0.0000000","1.00000000","0.00000000","1.00000000","0.00000000","1.00000000","1.00000000","0.75000000","1.00000000","0","1.00000000","0.00000000","0.00000000","0.00000000","0.00000000","1.00000000","0","1.0000000","1.00000000","0.0000000","0.00000000","0.0000000","1.00000000","1.0000000","0.0000000","0","0","1.00000000","1.0000000","0.00000000","39.06784","114.75000","123.25000","33.62500","8525.875","296.0625","-66.1875000","362.2500","201.625000","0.8750000","221.8125","0.8750000","995.3125","100.75000","63.93750","14.375000","290.6250","196.50000","284.3750","2887","ClarkeCounty","Virginia","9","2","336","51","43","Virginia","ClarkeCounty","14034","456297605","4277","30.48","5108962","1.12","2168.2","0","0.00","0","0.00",NA,"4277","30.48","5108962","1.12","2168.2","9757","69.52","451188643","98.88","56.0","ClarkeCounty","Virginia","1","ClarkeCounty","Virginia",31.5
