"","State.County","long","lat","Alces alces","Antilocapra americana","Bassariscus astutus","Blarina brevicauda","Blarina carolinensis","Blarina hylophaga","Canis latrans","Canis lupus","Castor canadensis","Cervus canadensis","Chaetodipus hispidus","Condylura cristata","Corynorhinus rafinesquii","Corynorhinus townsendii","Cryptotis parva","Cynomys ludovicianus","Dasypus novemcinctus","Didelphis virginiana","Dipodomys ordii","Eptesicus fuscus","Erethizon dorsatum","Geomys bursarius","Glaucomys sabrinus","Glaucomys volans","Ictidomys tridecemlineatus","Lasionycteris noctivagans","Lasiurus borealis","Lasiurus cinereus","Lasiurus intermedius","Lasiurus seminolus","Lepus americanus","Lepus californicus","Lepus europaeus","Lepus townsendii","Lontra canadensis","Lynx canadensis","Lynx rufus","Marmota monax","Martes americana","Martes pennanti","Mephitis mephitis","Microtus breweri","Microtus chrotorrhinus","Microtus ochrogaster","Microtus pennsylvanicus","Microtus pinetorum","Mus musculus","Mustela erminea","Mustela frenata","Mustela nivalis","Myodes gapperi","Myotis austroriparius","Myotis grisescens","Myotis leibii","Myotis lucifugus","Myotis septentrionalis","Myotis sodalis","Napaeozapus insignis","Neotamias minimus","Neotoma floridana","Neotoma magister","Neovison vison","Nycticeius humeralis","Ochrotomys nuttalli","Odocoileus hemionus","Odocoileus virginianus","Ondatra zibethicus","Onychomys leucogaster","Oryzomys palustris","Parascalops breweri","Perimyotis subflavus","Perognathus flavescens","Peromyscus attwateri","Peromyscus gossypinus","Peromyscus leucopus","Peromyscus maniculatus","Phenacomys ungava","Poliocitellus franklinii","Procyon lotor","Rangifer tarandus","Rattus norvegicus","Reithrodontomys fulvescens","Reithrodontomys humulis","Reithrodontomys megalotis","Reithrodontomys montanus","Scalopus aquaticus","Sciurus carolinensis","Sciurus niger","Sigmodon hispidus","Sorex arcticus","Sorex cinereus","Sorex dispar","Sorex fumeus","Sorex haydeni","Sorex hoyi","Sorex longirostris","Sorex palustris","Spilogale putorius","Sylvilagus aquaticus","Sylvilagus floridanus","Sylvilagus obscurus","Sylvilagus palustris","Sylvilagus transitionalis","Synaptomys borealis","Synaptomys cooperi","Tadarida brasiliensis","Tamias striatus","Tamiasciurus hudsonicus","Taxidea taxus","Thomomys talpoides","Urocitellus richardsonii","Urocyon cinereoargenteus","Ursus americanus","Ursus arctos","Vulpes lagopus","Vulpes velox","Vulpes vulpes","Zapus hudsonius","Zapus princeps","bio1","bio2","bio3","bio4","bio5","bio6","bio7","bio8","bio9","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","bio19","Ctyname","Stname","Cases2017","Facility.Count","STATE","COUNTY","STATENAME","COUNTYNAME","POP_COU","AREA_COU","POP_URBAN","POPPCT_URBAN","AREA_URBAN","AREAPCT_URBAN","POPDEN_URBAN","POP_UA","POPPCT_UA","AREA_UA","AREAPCT_UA","POPDEN_UA","POP_UC","POPPCT_UC","AREA_UC","AREAPCT_UC","POPDEN_UC","POP_RURAL","POPPCT_RURAL","AREA_RURAL","AREAPCT_RURAL","POPDEN_RURAL","cnty_name","state_name","Value","County.Name","State.Name","Education"
"206","IndianaCounty,Pennsylvania","-79.20175","40.48409","1","1.0000000","1.0000000","1.0000000","1.0000000","0.3823529","0.7941176","0.88235294","0.23529412","0.79411765","0.17647059","0.76470588","0.85294118","0.73529412","0.05882353","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.0000000","0.00000000","0.00000000","0.00000000","0","0","0","0.00000000","0.00000000","0.00000000","0.000000000","0.02941176","0.00000000","0.000000000","0.000000000","0.029411765","0.000000000","0.000000000","0.00000000","0.00000000","0.000000000","0.000000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0","0","0","0","0","0","0","0.00000000","0.0000000","0.0000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.05882353","0.05882353","0.00000000","0.00000000","0.00000000","0.11764706","0.17647059","0.17647059","0.17647059","0.82352941","0.85294118","0.47058824","0.94117647","1.00000000","1.00000000","0.97058824","1.00000000","1.00000000","1.00000000","1.00000000","1.00000000","1.00000000","1.00000000","1.00000000","1.00000000","1.00000000","1.00000000","1.00000000","0.94117647","0.94117647","0.91176471","0.17647059","0.91176471","0.17647059","0.11764706","0.11764706","0.11764706","0.08823529","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.000000000","92.11765","124.14706","33.02941","8760.971","279.1176","-89.76471","368.8824","180.500000","-25.764706","200.7059","-25.7647059","1096.5294","113.91176","70.70588","14.676471","328.7647","227.05882","321.0588","227.05882","IndianaCounty","Pennsylvania","183","19","42","63","Pennsylvania","IndianaCounty","88880","2141997762","35490","39.93","44518780","2.08","2064.7","0","0.00","0","0.00",NA,"35490","39.93","44518780","2.08","2064.7","53390","60.07","2097478982","97.92","65.9","IndianaCounty","Pennsylvania","19","IndianaCounty","Pennsylvania","22.7%"
"207","IowaCounty,Wisconsin","-90.13654","43.11711","1","1.0000000","1.0000000","0.9333333","1.0000000","1.0000000","1.0000000","0.80000000","1.00000000","0.80000000","0.20000000","0.66666667","0.00000000","0.00000000","0.80000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.0000000","0.00000000","0.00000000","0.00000000","0","0","0","0.00000000","0.00000000","0.00000000","0.000000000","0.00000000","0.00000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.00000000","0.00000000","0.000000000","0.000000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0","0","0","0","0","0","0","0.00000000","0.0000000","0.0000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.80000000","0.20000000","0.00000000","0.20000000","0.00000000","0.80000000","0.80000000","0.80000000","0.80000000","1.00000000","0.20000000","1.00000000","0.93333333","1.00000000","1.00000000","1.00000000","1.00000000","1.00000000","1.00000000","1.00000000","1.00000000","1.00000000","1.00000000","1.00000000","1.00000000","1.00000000","0.20000000","1.00000000","1.00000000","0.20000000","0.20000000","0.20000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.000000000","75.66667","120.66667","27.46667","10682.000","284.6667","-146.20000","430.8667","205.800000","-71.400000","205.8000","-71.4000000","826.3333","102.86667","26.60000","40.400000","301.4667","93.80000","301.4667","93.80000","IowaCounty","Wisconsin","15","8","55","49","Wisconsin","IowaCounty","23687","1975072643","4756","20.08","7905999","0.40","1558.1","0","0.00","0","0.00",NA,"4756","20.08","7905999","0.40","1558.1","18931","79.92","1967166644","99.60","24.9","IowaCounty","Wisconsin","13","IowaCounty","Wisconsin","24.5%"
"208","IronCounty,Wisconsin","-90.26414","46.36431","1","1.0000000","1.0000000","1.0000000","0.9090909","1.0000000","0.9090909","0.77272727","0.13636364","0.68181818","0.13636364","0.09090909","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.0000000","0.00000000","0.00000000","0.00000000","0","0","0","0.00000000","0.09090909","0.00000000","0.000000000","0.00000000","0.00000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.00000000","0.00000000","0.000000000","0.000000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0","0","0","0","0","0","0","0.00000000","0.0000000","0.0000000","0.00000000","0.09090909","0.00000000","0.13636364","0.00000000","0.31818182","0.45454545","0.45454545","1.00000000","0.90909091","1.00000000","1.00000000","1.00000000","1.00000000","1.00000000","1.00000000","1.00000000","1.00000000","1.00000000","1.00000000","1.00000000","1.00000000","1.00000000","0.86363636","1.00000000","0.54545455","0.50000000","0.36363636","0.45454545","0.45454545","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.13636364","0.00000000","0.18181818","0.13636364","0.00000000","0.00000000","0.00000000","0.09090909","0.36363636","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.000000000","42.31818","117.68182","26.63636","10773.409","252.6364","-178.77273","431.4091","168.272727","-96.500000","173.7727","-104.3181818","854.9545","107.18182","27.72727","36.227273","305.2727","114.81818","304.1818","114.90909","IronCounty","Wisconsin","1","3","55","51","Wisconsin","IronCounty","5916","1963660997","1905","32.20","4371444","0.22","1128.7","0","0.00","0","0.00",NA,"1905","32.20","4371444","0.22","1128.7","4011","67.80","1959289553","99.78","5.3","IronCounty","Wisconsin","6","IronCounty","Wisconsin","19.3%"
"209","IsantiCounty,Minnesota","-93.23656","45.54829","1","0.7500000","1.0000000","0.7500000","1.0000000","1.0000000","0.7500000","0.62500000","0.00000000","0.00000000","0.00000000","0.37500000","0.00000000","0.25000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.0000000","0.00000000","0.00000000","0.00000000","0","0","0","0.00000000","0.00000000","0.00000000","0.000000000","0.00000000","0.00000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.00000000","0.00000000","0.000000000","0.000000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0","0","0","0","0","0","0","0.00000000","0.0000000","0.0000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.37500000","0.00000000","0.00000000","0.00000000","0.37500000","0.37500000","1.00000000","1.00000000","0.87500000","1.00000000","1.00000000","1.00000000","1.00000000","0.87500000","1.00000000","1.00000000","1.00000000","1.00000000","1.00000000","1.00000000","1.00000000","1.00000000","1.00000000","1.00000000","1.00000000","1.00000000","1.00000000","0.62500000","0.12500000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.375000000","59.00000","120.37500","25.50000","11677.625","279.8750","-182.50000","462.3750","200.250000","-102.250000","200.2500","-102.2500000","750.3750","112.75000","19.50000","51.125000","314.0000","68.00000","314.0000","68.00000","IsantiCounty","Minnesota","27","7","27","59","Minnesota","IsantiCounty","37816","1128701342","14270","37.74","25666378","2.27","1440.0","0","0.00","0","0.00",NA,"14270","37.74","25666378","2.27","1440.0","23546","62.26","1103034964","97.73","55.3","IsantiCounty","Minnesota","9","IsantiCounty","Minnesota","17.3%"
"210","IsleofWightCounty,Virginia","-76.77721","36.88754","1","1.0000000","1.0000000","1.0000000","0.9677419","1.0000000","1.0000000","0.87096774","1.00000000","0.83870968","0.58064516","0.64516129","0.58064516","0.58064516","0.19354839","0.22580645","0.25806452","0.35483871","0.19354839","0.00000000","0.09677419","0.0000000","0.22580645","0.00000000","0.16129032","0","0","0","0.00000000","0.00000000","0.00000000","0.000000000","0.00000000","0.00000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.00000000","0.00000000","0.000000000","0.000000000","0.00000000","0.00000000","0.00000000","0.03225806","0.00000000","0.00000000","0.00000000","0","0","0","0","0","0","0","0.00000000","0.0000000","0.0000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.09677419","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.54838710","0.54838710","0.54838710","0.29032258","0.32258065","0.41935484","0.45161290","0.54838710","0.54838710","0.54838710","0.41935484","0.54838710","0.54838710","0.45161290","0.54838710","0.54838710","0.54838710","0.54838710","0.54838710","0.54838710","0.54838710","0.54838710","0.41935484","0.54838710","0.54838710","0.54838710","0.54838710","0.54838710","0.19354839","0.54838710","0.54838710","0.419354839","147.09677","115.64516","34.90323","7728.258","307.7097","-19.22581","326.9355","243.645161","103.645161","244.1613","44.3548387","1154.8387","128.25806","74.35484","16.483871","353.2581","240.19355","353.0000","269.22581","IsleofWightCounty","Virginia","3","4","51","93","Virginia","IsleofWightCounty","35270","817432028","15030","42.61","38743118","4.74","1004.8","4287","12.15","12233040","1.50","907.6","10743","30.46","26510078","3.24","1049.6","20240","57.39","778688910","95.26","67.3","IsleofWightCounty","Virginia","2","IsleofWightCounty","Virginia","26.9%"
"211","ItascaCounty,Minnesota","-93.80410","47.44815","1","1.0000000","1.0000000","1.0000000","1.0000000","0.9259259","0.7777778","0.85185185","0.92592593","0.55555556","0.07407407","0.81481481","0.07407407","0.51851852","0.37037037","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.0000000","0.00000000","0.00000000","0.00000000","0","0","0","0.00000000","0.00000000","0.00000000","0.000000000","0.00000000","0.03703704","0.037037037","0.222222222","0.000000000","0.000000000","0.000000000","0.00000000","0.00000000","0.000000000","0.000000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0","0","0","0","0","0","0","0.00000000","0.0000000","0.0000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.18518519","0.11111111","0.18518519","0.18518519","0.37037037","0.14814815","0.29629630","0.59259259","0.92592593","0.85185185","1.00000000","1.00000000","1.00000000","1.00000000","0.96296296","1.00000000","1.00000000","1.00000000","1.00000000","1.00000000","0.88888889","1.00000000","0.88888889","0.88888889","0.88888889","0.88888889","0.88888889","0.88888889","0.77777778","0.77777778","0.37037037","0.33333333","0.48148148","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.11111111","0.00000000","0.000000000","33.40741","128.14815","26.11111","12058.815","260.2593","-223.00000","483.2593","178.740741","-133.962963","178.7407","-133.9629630","679.1111","105.51852","14.03704","55.296296","298.7407","58.55556","298.7407","58.55556","ItascaCounty","Minnesota","52","15","27","61","Minnesota","ItascaCounty","45058","6909367239","9285","20.61","20859062","0.30","1152.9","0","0.00","0","0.00",NA,"9285","20.61","20859062","0.30","1152.9","35773","79.39","6888508177","99.70","13.5","ItascaCounty","Minnesota","16","ItascaCounty","Minnesota","22.7%"
"212","JacksonCounty,Minnesota","-92.30102","44.08425","1","1.0000000","0.9166667","1.0000000","0.7500000","1.0000000","0.8333333","1.00000000","0.87500000","0.58333333","0.58333333","0.33333333","0.16666667","0.16666667","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.0000000","0.00000000","0.00000000","0.00000000","0","0","0","0.00000000","0.00000000","0.00000000","0.000000000","0.00000000","0.00000000","0.000000000","0.000000000","0.041666667","0.000000000","0.000000000","0.08333333","0.00000000","0.000000000","0.000000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0","0","0","0","0","0","0","0.00000000","0.0000000","0.0000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.29166667","0.08333333","0.25000000","0.66666667","0.66666667","0.66666667","0.54166667","0.66666667","0.66666667","0.66666667","0.66666667","0.83333333","0.66666667","0.66666667","0.87500000","0.83333333","0.83333333","1.00000000","1.00000000","1.00000000","0.95833333","1.00000000","1.00000000","0.75000000","0.58333333","0.66666667","0.33333333","0.33333333","0.33333333","0.33333333","0.33333333","0.33333333","0.33333333","0.33333333","0.33333333","0.33333333","0.33333333","0.16666667","0.16666667","0.33333333","0.33333333","0.16666667","0.00000000","0.00000000","0.00000000","0.00000000","0.083333333","65.00000","123.16667","26.70833","11296.458","283.0000","-167.95833","450.9583","196.208333","-90.958333","202.1250","-90.9583333","786.9167","106.12500","19.83333","48.000000","308.1250","70.50000","306.3750","70.50000","JacksonCounty","Minnesota","0","7","27","63","Minnesota","JacksonCounty","10266","1820713972","3169","30.87","6725596","0.37","1220.4","0","0.00","0","0.00",NA,"3169","30.87","6725596","0.37","1220.4","7097","69.13","1813988376","99.63","10.1","JacksonCounty","Minnesota","22","JacksonCounty","Minnesota","20.2%"
"213","JacksonCounty,Wisconsin","-92.30102","44.08425","1","1.0000000","0.9166667","1.0000000","0.7500000","1.0000000","0.8333333","1.00000000","0.87500000","0.58333333","0.58333333","0.33333333","0.16666667","0.16666667","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.0000000","0.00000000","0.00000000","0.00000000","0","0","0","0.00000000","0.00000000","0.00000000","0.000000000","0.00000000","0.00000000","0.000000000","0.000000000","0.041666667","0.000000000","0.000000000","0.08333333","0.00000000","0.000000000","0.000000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0","0","0","0","0","0","0","0.00000000","0.0000000","0.0000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.29166667","0.08333333","0.25000000","0.66666667","0.66666667","0.66666667","0.54166667","0.66666667","0.66666667","0.66666667","0.66666667","0.83333333","0.66666667","0.66666667","0.87500000","0.83333333","0.83333333","1.00000000","1.00000000","1.00000000","0.95833333","1.00000000","1.00000000","0.75000000","0.58333333","0.66666667","0.33333333","0.33333333","0.33333333","0.33333333","0.33333333","0.33333333","0.33333333","0.33333333","0.33333333","0.33333333","0.33333333","0.16666667","0.16666667","0.33333333","0.33333333","0.16666667","0.00000000","0.00000000","0.00000000","0.00000000","0.083333333","65.00000","123.16667","26.70833","11296.458","283.0000","-167.95833","450.9583","196.208333","-90.958333","202.1250","-90.9583333","786.9167","106.12500","19.83333","48.000000","308.1250","70.50000","306.3750","70.50000","JacksonCounty","Wisconsin","43","7","55","53","Wisconsin","JacksonCounty","20449","2558182292","5677","27.76","13913949","0.54","1056.7","0","0.00","0","0.00",NA,"5677","27.76","13913949","0.54","1056.7","14772","72.24","2544268343","99.46","15.0","JacksonCounty","Wisconsin","14","JacksonCounty","Wisconsin","13.8%"
"214","JamesCityCounty,Virginia","-76.75516","37.32632","1","1.0000000","1.0000000","1.0000000","1.0000000","1.0000000","0.6578947","1.00000000","0.65789474","0.36842105","0.31578947","0.65789474","0.76315789","0.68421053","0.34210526","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.0000000","0.00000000","0.00000000","0.00000000","0","0","0","0.00000000","0.00000000","0.00000000","0.000000000","0.00000000","0.00000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.00000000","0.23684211","0.000000000","0.000000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0","0","0","0","0","0","0","0.00000000","0.0000000","0.0000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.10526316","0.76315789","1.00000000","0.07894737","0.65789474","1.00000000","1.00000000","1.00000000","1.00000000","1.00000000","1.00000000","1.00000000","0.65789474","1.00000000","1.00000000","1.00000000","1.00000000","1.00000000","1.00000000","1.00000000","1.00000000","1.00000000","0.94736842","1.00000000","1.00000000","1.00000000","1.00000000","1.00000000","1.00000000","0.76315789","1.00000000","0.763157895","144.15789","117.02632","34.65789","7847.289","308.1316","-24.18421","332.3158","237.605263","100.131579","242.6316","39.9210526","1126.0263","123.86842","75.36842","14.447368","334.2368","242.31579","331.8421","259.92105","JamesCityCounty","Virginia","0","16","51","95","Virginia","JamesCityCounty","67009","368909132","56387","84.15","111546595","30.24","1309.2","56387","84.15","111546595","30.24","1309.2","0","0.00","0","0.00",NA,"10622","15.85","257362537","69.76","106.9","JamesCityCounty","Virginia","16","JamesCityCounty","Virginia","47.9%"
"215","JeffersonCounty,NewYork","-78.53472","42.72928","1","1.0000000","1.0000000","1.0000000","1.0000000","0.9821429","0.9464286","0.39285714","0.60714286","0.53571429","0.25000000","0.16071429","0.26785714","0.23214286","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.0000000","0.00000000","0.00000000","0.00000000","0","0","0","0.00000000","0.00000000","0.00000000","0.000000000","0.01785714","0.00000000","0.000000000","0.000000000","0.017857143","0.035714286","0.035714286","0.03571429","0.01785714","0.000000000","0.035714286","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0","0","0","0","0","0","0","0.00000000","0.0000000","0.0000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.03571429","0.17857143","0.07142857","0.25000000","0.25000000","0.62500000","0.71428571","0.71428571","0.71428571","0.69642857","0.66071429","0.71428571","0.75000000","0.83928571","0.85714286","0.94642857","1.00000000","0.83928571","1.00000000","1.00000000","0.98214286","1.00000000","0.98214286","1.00000000","0.98214286","0.85714286","0.92857143","0.66071429","0.64285714","0.60714286","0.25000000","0.28571429","0.28571429","0.25000000","0.25000000","0.17857143","0.17857143","0.17857143","0.17857143","0.17857143","0.16071429","0.17857143","0.10714286","0.00000000","0.00000000","0.01785714","0.00000000","0.000000000","71.91071","113.94643","29.19643","9468.607","264.0714","-119.92857","384.0000","122.392857","-38.107143","188.6786","-55.8928571","1058.7143","112.58929","63.53571","17.267857","317.9107","210.64286","295.5893","224.94643","JeffersonCounty","NewYork","19","13","36","45","NewYork","JeffersonCounty","116229","3285632368","60382","51.95","111148013","3.38","1407.0","57840","49.76","106040717","3.23","1412.7","2542","2.19","5107296","0.16","1289.1","55847","48.05","3174484355","96.62","45.6","JeffersonCounty","NewYork","20","JeffersonCounty","NewYork","21.4%"
"216","JeffersonCounty,Pennsylvania","-78.53472","42.72928","1","1.0000000","1.0000000","1.0000000","1.0000000","0.9821429","0.9464286","0.39285714","0.60714286","0.53571429","0.25000000","0.16071429","0.26785714","0.23214286","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.0000000","0.00000000","0.00000000","0.00000000","0","0","0","0.00000000","0.00000000","0.00000000","0.000000000","0.01785714","0.00000000","0.000000000","0.000000000","0.017857143","0.035714286","0.035714286","0.03571429","0.01785714","0.000000000","0.035714286","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0","0","0","0","0","0","0","0.00000000","0.0000000","0.0000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.03571429","0.17857143","0.07142857","0.25000000","0.25000000","0.62500000","0.71428571","0.71428571","0.71428571","0.69642857","0.66071429","0.71428571","0.75000000","0.83928571","0.85714286","0.94642857","1.00000000","0.83928571","1.00000000","1.00000000","0.98214286","1.00000000","0.98214286","1.00000000","0.98214286","0.85714286","0.92857143","0.66071429","0.64285714","0.60714286","0.25000000","0.28571429","0.28571429","0.25000000","0.25000000","0.17857143","0.17857143","0.17857143","0.17857143","0.17857143","0.16071429","0.17857143","0.10714286","0.00000000","0.00000000","0.01785714","0.00000000","0.000000000","71.91071","113.94643","29.19643","9468.607","264.0714","-119.92857","384.0000","122.392857","-38.107143","188.6786","-55.8928571","1058.7143","112.58929","63.53571","17.267857","317.9107","210.64286","295.5893","224.94643","JeffersonCounty","Pennsylvania","290","16","42","65","Pennsylvania","JeffersonCounty","45200","1689783371","17420","38.54","30892307","1.83","1460.5","0","0.00","0","0.00",NA,"17420","38.54","30892307","1.83","1460.5","27780","61.46","1658891064","98.17","43.4","JeffersonCounty","Pennsylvania","13","JeffersonCounty","Pennsylvania","15.8%"
"217","JeffersonCounty,Wisconsin","-78.53472","42.72928","1","1.0000000","1.0000000","1.0000000","1.0000000","0.9821429","0.9464286","0.39285714","0.60714286","0.53571429","0.25000000","0.16071429","0.26785714","0.23214286","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.0000000","0.00000000","0.00000000","0.00000000","0","0","0","0.00000000","0.00000000","0.00000000","0.000000000","0.01785714","0.00000000","0.000000000","0.000000000","0.017857143","0.035714286","0.035714286","0.03571429","0.01785714","0.000000000","0.035714286","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0","0","0","0","0","0","0","0.00000000","0.0000000","0.0000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.03571429","0.17857143","0.07142857","0.25000000","0.25000000","0.62500000","0.71428571","0.71428571","0.71428571","0.69642857","0.66071429","0.71428571","0.75000000","0.83928571","0.85714286","0.94642857","1.00000000","0.83928571","1.00000000","1.00000000","0.98214286","1.00000000","0.98214286","1.00000000","0.98214286","0.85714286","0.92857143","0.66071429","0.64285714","0.60714286","0.25000000","0.28571429","0.28571429","0.25000000","0.25000000","0.17857143","0.17857143","0.17857143","0.17857143","0.17857143","0.16071429","0.17857143","0.10714286","0.00000000","0.00000000","0.01785714","0.00000000","0.000000000","71.91071","113.94643","29.19643","9468.607","264.0714","-119.92857","384.0000","122.392857","-38.107143","188.6786","-55.8928571","1058.7143","112.58929","63.53571","17.267857","317.9107","210.64286","295.5893","224.94643","JeffersonCounty","Wisconsin","23","14","55","55","Wisconsin","JeffersonCounty","83686","1441259924","55190","65.95","72629628","5.04","1968.1","2172","2.60","5198182","0.36","1082.2","53018","63.35","67431446","4.68","2036.4","28496","34.05","1368630296","94.96","53.9","JeffersonCounty","Wisconsin","45","JeffersonCounty","Wisconsin","23.9%"
"218","JuneauCounty,Wisconsin","-90.00441","43.97502","1","1.0000000","1.0000000","0.9565217","0.7391304","0.9130435","0.7826087","1.00000000","0.78260870","0.69565217","0.69565217","0.30434783","0.13043478","0.43478261","0.21739130","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.0000000","0.00000000","0.00000000","0.00000000","0","0","0","0.00000000","0.00000000","0.00000000","0.000000000","0.00000000","0.00000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.00000000","0.26086957","0.000000000","0.000000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0","0","0","0","0","0","0","0.00000000","0.0000000","0.0000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.26086957","0.17391304","0.08695652","0.65217391","0.65217391","0.65217391","0.65217391","0.65217391","0.65217391","0.65217391","0.65217391","0.69565217","0.65217391","0.65217391","0.78260870","0.69565217","0.91304348","1.00000000","1.00000000","1.00000000","1.00000000","1.00000000","1.00000000","0.82608696","0.73913043","0.91304348","0.34782609","0.34782609","0.34782609","0.34782609","0.34782609","0.34782609","0.34782609","0.34782609","0.34782609","0.34782609","0.34782609","0.34782609","0.34782609","0.34782609","0.34782609","0.30434783","0.00000000","0.00000000","0.00000000","0.00000000","0.000000000","67.21739","127.21739","28.21739","10866.261","283.7391","-160.04348","443.7826","187.043478","-82.260870","199.7391","-82.2608696","817.2609","105.82609","24.26087","42.826087","306.6087","83.95652","297.9130","83.95652","JuneauCounty","Wisconsin","64","11","55","57","Wisconsin","JuneauCounty","26664","1986327042","4401","16.51","6597997","0.33","1727.6","0","0.00","0","0.00",NA,"4401","16.51","6597997","0.33","1727.6","22263","83.49","1979729045","99.67","29.1","JuneauCounty","Wisconsin","16","JuneauCounty","Wisconsin","13.3%"
