"","State.County","long","lat","Alces alces","Antilocapra americana","Bassariscus astutus","Blarina brevicauda","Blarina carolinensis","Blarina hylophaga","Canis latrans","Canis lupus","Castor canadensis","Cervus canadensis","Chaetodipus hispidus","Condylura cristata","Corynorhinus rafinesquii","Corynorhinus townsendii","Cryptotis parva","Cynomys ludovicianus","Dasypus novemcinctus","Didelphis virginiana","Dipodomys ordii","Eptesicus fuscus","Erethizon dorsatum","Geomys bursarius","Glaucomys sabrinus","Glaucomys volans","Ictidomys tridecemlineatus","Lasionycteris noctivagans","Lasiurus borealis","Lasiurus cinereus","Lasiurus intermedius","Lasiurus seminolus","Lepus americanus","Lepus californicus","Lepus europaeus","Lepus townsendii","Lontra canadensis","Lynx canadensis","Lynx rufus","Marmota monax","Martes americana","Martes pennanti","Mephitis mephitis","Microtus breweri","Microtus chrotorrhinus","Microtus ochrogaster","Microtus pennsylvanicus","Microtus pinetorum","Mus musculus","Mustela erminea","Mustela frenata","Mustela nivalis","Myodes gapperi","Myotis austroriparius","Myotis grisescens","Myotis leibii","Myotis lucifugus","Myotis septentrionalis","Myotis sodalis","Napaeozapus insignis","Neotamias minimus","Neotoma floridana","Neotoma magister","Neovison vison","Nycticeius humeralis","Ochrotomys nuttalli","Odocoileus hemionus","Odocoileus virginianus","Ondatra zibethicus","Onychomys leucogaster","Oryzomys palustris","Parascalops breweri","Perimyotis subflavus","Perognathus flavescens","Peromyscus attwateri","Peromyscus gossypinus","Peromyscus leucopus","Peromyscus maniculatus","Phenacomys ungava","Poliocitellus franklinii","Procyon lotor","Rangifer tarandus","Rattus norvegicus","Reithrodontomys fulvescens","Reithrodontomys humulis","Reithrodontomys megalotis","Reithrodontomys montanus","Scalopus aquaticus","Sciurus carolinensis","Sciurus niger","Sigmodon hispidus","Sorex arcticus","Sorex cinereus","Sorex dispar","Sorex fumeus","Sorex haydeni","Sorex hoyi","Sorex longirostris","Sorex palustris","Spilogale putorius","Sylvilagus aquaticus","Sylvilagus floridanus","Sylvilagus obscurus","Sylvilagus palustris","Sylvilagus transitionalis","Synaptomys borealis","Synaptomys cooperi","Tadarida brasiliensis","Tamias striatus","Tamiasciurus hudsonicus","Taxidea taxus","Thomomys talpoides","Urocitellus richardsonii","Urocyon cinereoargenteus","Ursus americanus","Ursus arctos","Vulpes lagopus","Vulpes velox","Vulpes vulpes","Zapus hudsonius","Zapus princeps","bio1","bio2","bio3","bio4","bio5","bio6","bio7","bio8","bio9","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","bio19","Ctyname","Stname","Cases2017","Facility.Count","STATE","COUNTY","STATENAME","COUNTYNAME","POP_COU","AREA_COU","POP_URBAN","POPPCT_URBAN","AREA_URBAN","AREAPCT_URBAN","POPDEN_URBAN","POP_UA","POPPCT_UA","AREA_UA","AREAPCT_UA","POPDEN_UA","POP_UC","POPPCT_UC","AREA_UC","AREAPCT_UC","POPDEN_UC","POP_RURAL","POPPCT_RURAL","AREA_RURAL","AREAPCT_RURAL","POPDEN_RURAL","cnty_name","state_name","Value","County.Name","State.Name","Education"
"43","BerksCounty,Pennsylvania","-76.02994","40.44905","1","1.0000000","0.8888889","1.0000000","1.0000000","1.0000000","0.9444444","0.77777778","0.50000000","0.38888889","0.72222222","0.33333333","0.61111111","0.00000000","0.11111111","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.0000000","0.00000000","0.00000000","0.00000000","0","0","0","0.00000000","0.00000000","0.00000000","0.000000000","0.00000000","0.00000000","0.000000000","0.000000000","0.222222222","0.000000000","0.000000000","0.00000000","0.00000000","0.166666667","0.000000000","0.05555556","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0","0","0","0","0","0","0","0.00000000","0.0000000","0.0000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.27777778","0.55555556","0.55555556","0.61111111","0.66666667","1.00000000","1.00000000","1.00000000","0.77777778","1.00000000","1.00000000","0.83333333","1.00000000","1.00000000","1.00000000","1.00000000","1.00000000","1.00000000","1.00000000","1.00000000","1.00000000","0.94444444","0.94444444","0.94444444","0.77777778","0.83333333","0.61111111","0.38888889","0.22222222","0.22222222","0.22222222","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.000000000","99.66667","114.77778","31.11111","8826.000","284.5556","-78.77778","363.3333","189.444444","-5.166667","210.5556","-18.0000000","1151.5556","114.50000","73.22222","12.777778","333.6667","242.55556","319.7778","247.55556","BerksCounty","Pennsylvania","142","53","42","11","Pennsylvania","BerksCounty","411442","2218341544","313782","76.26","358117278","16.14","2269.3","301390","73.25","345342379","15.57","2260.4","12392","3.01","12774899","0.58","2512.4","97660","23.74","1860224266","83.86","136.0","BerksCounty","Pennsylvania","16","BerksCounty","Pennsylvania","23.9%"
"44","BigStoneCounty,Minnesota","-96.37169","45.33394","1","1.0000000","1.0000000","1.0000000","1.0000000","1.0000000","1.0000000","0.65384615","0.65384615","0.65384615","0.19230769","0.19230769","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.0000000","0.00000000","0.00000000","0.00000000","0","0","0","0.00000000","0.00000000","0.00000000","0.000000000","0.00000000","0.00000000","0.461538462","0.000000000","0.000000000","0.115384615","0.000000000","0.00000000","0.00000000","0.000000000","0.000000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0","0","0","0","0","0","0","0.00000000","0.0000000","0.0000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.03846154","0.11538462","0.00000000","0.07692308","0.30769231","0.65384615","0.15384615","1.00000000","1.00000000","1.00000000","1.00000000","1.00000000","1.00000000","1.00000000","1.00000000","1.00000000","1.00000000","1.00000000","1.00000000","1.00000000","0.92307692","1.00000000","1.00000000","1.00000000","1.00000000","1.00000000","0.42307692","0.88461538","0.65384615","0.57692308","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.000000000","64.61538","126.73077","26.61538","11873.192","293.6538","-176.15385","469.8077","199.884615","-97.384615","209.6154","-97.3846154","574.1154","90.07692","14.11538","53.846154","244.5769","45.34615","243.8462","45.34615","BigStoneCounty","Minnesota","0","9","27","11","Minnesota","BigStoneCounty","5269","1292461863","0","0.00","0","0.00",NA,"0","0.00","0","0.00",NA,"0","0.00","0","0.00",NA,"5269","100.00","1292461863","100.00","10.6","BigStoneCounty","Minnesota","19","BigStoneCounty","Minnesota","16.8%"
"45","BlairCounty,Pennsylvania","-78.34325","40.51250","1","1.0000000","1.0000000","1.0000000","1.0000000","1.0000000","0.9069767","0.67441860","0.37209302","0.25581395","0.65116279","0.46511628","0.67441860","0.09302326","0.20930233","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.0000000","0.00000000","0.00000000","0.00000000","0","0","0","0.00000000","0.00000000","0.00000000","0.000000000","0.00000000","0.00000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.00000000","0.00000000","0.000000000","0.000000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0","0","0","0","0","0","0","0.00000000","0.0000000","0.0000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.13953488","0.00000000","0.11627907","0.11627907","0.16279070","0.51162791","0.60465116","0.58139535","0.88372093","1.00000000","1.00000000","1.00000000","0.79069767","1.00000000","1.00000000","1.00000000","0.95348837","1.00000000","1.00000000","1.00000000","1.00000000","1.00000000","1.00000000","1.00000000","1.00000000","0.83720930","1.00000000","1.00000000","0.76744186","1.00000000","0.69767442","0.27906977","0.11627907","0.27906977","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.000000000","86.25581","116.48837","31.79070","8715.279","271.7442","-88.81395","360.5581","175.046512","-30.511628","195.0000","-30.5116279","1033.8140","106.97674","66.41860","15.093023","312.2326","205.95349","298.4419","205.95349","BlairCounty","Pennsylvania","167","42","42","13","Pennsylvania","BlairCounty","127089","1361815301","97311","76.57","131007579","9.62","1923.8","79930","62.89","96848806","7.11","2137.5","17381","13.68","34158773","2.51","1317.9","29778","23.43","1230807722","90.38","62.7","BlairCounty","Pennsylvania","35","BlairCounty","Pennsylvania","20.3%"
"46","BlandCounty,Virginia","-81.15932","37.12763","1","1.0000000","1.0000000","0.7837838","1.0000000","0.9189189","0.9729730","1.00000000","0.70270270","0.51351351","0.67567568","0.51351351","0.48648649","0.32432432","0.00000000","0.24324324","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.0000000","0.00000000","0.00000000","0.00000000","0","0","0","0.00000000","0.00000000","0.00000000","0.000000000","0.00000000","0.00000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.00000000","0.00000000","0.000000000","0.000000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.13513514","0","0","0","0","0","0","0","0.00000000","0.0000000","0.0000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.51351351","0.00000000","0.00000000","0.00000000","0.48648649","0.56756757","0.54054054","0.83783784","1.00000000","1.00000000","1.00000000","1.00000000","1.00000000","0.94594595","0.89189189","1.00000000","1.00000000","1.00000000","1.00000000","1.00000000","1.00000000","1.00000000","1.00000000","1.00000000","0.86486486","0.86486486","1.00000000","1.00000000","1.00000000","1.00000000","1.00000000","1.00000000","1.000000000","103.00000","127.64865","37.40541","7600.622","269.3514","-66.35135","335.7027","180.081081","30.837838","197.9189","1.0000000","1042.8919","108.16216","74.13514","12.378378","304.1351","225.67568","290.4054","228.56757","BlandCounty","Virginia","0","3","51","21","Virginia","BlandCounty","6824","926503435","0","0.00","0","0.00",NA,"0","0.00","0","0.00",NA,"0","0.00","0","0.00",NA,"6824","100.00","926503435","100.00","19.1","BlandCounty","Virginia","0","BlandCounty","Virginia","14.2%"
"47","BlueEarthCounty,Minnesota","-94.10899","44.13585","1","1.0000000","1.0000000","1.0000000","1.0000000","0.8823529","0.9411765","0.82352941","0.82352941","0.82352941","0.00000000","0.17647059","0.17647059","0.17647059","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.0000000","0.00000000","0.00000000","0.00000000","0","0","0","0.00000000","0.00000000","0.00000000","0.000000000","0.00000000","0.00000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.00000000","0.00000000","0.000000000","0.000000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0","0","0","0","0","0","0","0.00000000","0.0000000","0.0000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.11764706","0.11764706","0.00000000","0.82352941","0.11764706","0.82352941","0.82352941","0.82352941","0.82352941","0.82352941","0.82352941","0.82352941","0.82352941","0.82352941","1.00000000","0.82352941","0.82352941","0.94117647","0.94117647","1.00000000","1.00000000","1.00000000","1.00000000","0.88235294","0.64705882","1.00000000","0.17647059","0.17647059","0.17647059","0.17647059","0.17647059","0.17647059","0.17647059","0.17647059","0.17647059","0.17647059","0.17647059","0.17647059","0.00000000","0.17647059","0.17647059","0.17647059","0.00000000","0.00000000","0.00000000","0.00000000","0.000000000","69.29412","118.94118","26.00000","11589.000","286.4706","-166.76471","453.2353","209.941176","-89.647059","209.9412","-89.6470588","746.5294","108.41176","18.76471","50.764706","313.0000","64.11765","313.0000","64.11765","BlueEarthCounty","Minnesota","11","20","27","13","Minnesota","BlueEarthCounty","64013","1936906099","46798","73.11","57448261","2.97","2109.8","44240","69.11","54090234","2.79","2118.3","2558","4.00","3358027","0.17","1972.9","17215","26.89","1879457838","97.03","23.7","BlueEarthCounty","Minnesota","63","BlueEarthCounty","Minnesota","32.2%"
"48","BotetourtCounty,Virginia","-79.76286","37.52609","1","1.0000000","1.0000000","0.8684211","1.0000000","1.0000000","0.8157895","1.00000000","0.34210526","0.65789474","0.47368421","0.52631579","0.60526316","0.39473684","0.00000000","0.13157895","0.15789474","0.00000000","0.00000000","0.00000000","0.00000000","0.0000000","0.00000000","0.00000000","0.00000000","0","0","0","0.00000000","0.00000000","0.00000000","0.000000000","0.00000000","0.00000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.00000000","0.00000000","0.184210526","0.000000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0","0","0","0","0","0","0","0.00000000","0.0000000","0.0000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.47368421","0.21052632","0.60526316","0.86842105","1.00000000","0.86842105","1.00000000","1.00000000","0.94736842","1.00000000","1.00000000","1.00000000","1.00000000","1.00000000","1.00000000","1.00000000","1.00000000","0.94736842","1.00000000","1.00000000","1.00000000","1.00000000","1.00000000","1.00000000","1.00000000","1.00000000","0.89473684","1.00000000","1.00000000","1.000000000","118.36842","128.10526","36.94737","7839.421","290.7895","-51.57895","342.3684","200.131579","16.026316","217.1579","14.3421053","1071.8684","104.71053","74.55263","10.447368","294.7632","229.28947","288.8684","229.50000","BotetourtCounty","Virginia","1","3","51","23","Virginia","BotetourtCounty","33148","1401706839","11901","35.90","36775627","2.62","838.1","11857","35.77","36660418","2.62","837.7","44","0.13","115209","0.01","989.2","21247","64.10","1364931212","97.38","40.3","BotetourtCounty","Virginia","5","BotetourtCounty","Virginia","28.3%"
"49","BradfordCounty,Pennsylvania","-76.52852","41.73862","1","1.0000000","1.0000000","1.0000000","1.0000000","1.0000000","1.0000000","0.66666667","0.11111111","0.33333333","0.00000000","0.00000000","0.88888889","0.00000000","0.11111111","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.0000000","0.00000000","0.00000000","0.00000000","0","0","0","0.00000000","0.00000000","0.00000000","0.000000000","0.00000000","0.00000000","0.000000000","0.000000000","0.000000000","0.222222222","0.000000000","0.00000000","0.00000000","0.111111111","0.000000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0","0","0","0","0","0","0","0.00000000","0.0000000","0.0000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.55555556","0.66666667","0.66666667","0.66666667","0.66666667","0.88888889","1.00000000","1.00000000","1.00000000","1.00000000","0.88888889","1.00000000","1.00000000","1.00000000","1.00000000","1.00000000","1.00000000","1.00000000","1.00000000","1.00000000","1.00000000","0.88888889","1.00000000","0.88888889","0.33333333","0.33333333","0.33333333","0.33333333","0.33333333","0.33333333","0.33333333","0.33333333","0.11111111","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.000000000","77.66667","116.88889","31.22222","8899.000","267.4444","-100.55556","368.0000","168.222222","-37.111111","189.0000","-40.6666667","876.3333","98.77778","48.00000","21.555556","278.6667","155.33333","269.2222","155.55556","BradfordCounty","Pennsylvania","245","15","42","15","Pennsylvania","BradfordCounty","62622","2971749132","17425","27.83","25295316","0.85","1784.1","0","0.00","0","0.00",NA,"17425","27.83","25295316","0.85","1784.1","45197","72.17","2946453816","99.15","39.7","BradfordCounty","Pennsylvania","5","BradfordCounty","Pennsylvania","18.0%"
"50","BristolCounty,RhodeIsland","-76.74713","39.16770","1","1.0000000","1.0000000","1.0000000","0.9166667","1.0000000","1.0000000","1.00000000","1.00000000","1.00000000","0.50000000","0.50000000","0.91666667","0.00000000","0.00000000","0.50000000","0.00000000","0.00000000","0.00000000","0.50000000","0.00000000","0.5000000","0.00000000","0.00000000","0.00000000","0","0","0","0.00000000","0.00000000","0.00000000","0.000000000","0.00000000","0.00000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.00000000","0.00000000","0.000000000","0.000000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0","0","0","0","0","0","0","0.00000000","0.0000000","0.0000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.16666667","0.50000000","0.00000000","0.50000000","0.50000000","0.50000000","0.50000000","0.50000000","0.50000000","0.50000000","0.50000000","0.50000000","0.50000000","0.50000000","0.50000000","0.50000000","0.50000000","0.50000000","0.50000000","0.50000000","0.50000000","0.50000000","0.50000000","0.50000000","0.50000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.000000000","110.58333","116.83333","33.58333","8061.833","282.5000","-59.00000","341.5000","107.500000","129.833333","213.4167","5.0000000","1163.2500","118.50000","79.50000","11.416667","330.9167","252.75000","292.2500","287.58333","BristolCounty","RhodeIsland","103","6","44","1","RhodeIsland","BristolCounty","49875","62584939","49305","98.86","55229138","88.25","2312.2","49305","98.86","55229138","88.25","2312.2","0","0.00","0","0.00",NA,"570","1.14","7355801","11.75","200.7","BristolCounty","RhodeIsland","56","BristolCounty","RhodeIsland","46.8%"
"51","BronxCounty,NewYork","-73.87626","40.86223","1","1.0000000","1.0000000","1.0000000","0.5454545","1.0000000","0.4545455","0.54545455","1.00000000","0.45454545","0.54545455","0.00000000","0.54545455","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.0000000","0.00000000","0.00000000","0.00000000","0","0","0","0.00000000","0.00000000","0.00000000","0.000000000","0.00000000","0.00000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.00000000","0.00000000","0.000000000","0.000000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0","0","0","0","0","0","0","0.00000000","0.0000000","0.0000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.45454545","0.45454545","0.45454545","0.45454545","0.45454545","0.72727273","1.00000000","1.00000000","0.72727273","1.00000000","1.00000000","1.00000000","1.00000000","1.00000000","0.54545455","1.00000000","1.00000000","1.00000000","1.00000000","1.00000000","1.00000000","1.00000000","1.00000000","0.54545455","0.54545455","0.54545455","0.54545455","0.54545455","0.54545455","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.000000000","117.54545","92.00000","26.72727","8736.364","291.0909","-47.54545","338.6364","103.090909","3.545455","228.6364","3.5454545","1144.2727","106.54545","78.45455","9.000000","307.8182","257.45455","295.6364","257.45455","BronxCounty","NewYork","47","201","36","5","NewYork","BronxCounty","1385108","109028908","1385069","100.00","102658557","94.16","34944.1","1385069","100.00","102658557","94.16","34944.1","0","0.00","0","0.00",NA,"39","0.00","6370351","5.84","15.9","BronxCounty","NewYork","77","BronxCounty","NewYork","19.4%"
"52","BroomeCounty,NewYork","-75.87824","42.20487","1","1.0000000","1.0000000","0.8800000","1.0000000","1.0000000","0.6000000","0.72000000","0.60000000","0.84000000","0.16000000","0.72000000","0.44000000","0.00000000","0.24000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.0000000","0.00000000","0.00000000","0.00000000","0","0","0","0.00000000","0.00000000","0.00000000","0.000000000","0.00000000","0.00000000","0.000000000","0.040000000","0.000000000","0.040000000","0.000000000","0.00000000","0.00000000","0.000000000","0.000000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0","0","0","0","0","0","0","0.00000000","0.0000000","0.0000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.08000000","0.00000000","0.40000000","0.28000000","0.36000000","0.40000000","0.52000000","1.00000000","0.96000000","1.00000000","1.00000000","1.00000000","1.00000000","0.88000000","1.00000000","1.00000000","1.00000000","1.00000000","1.00000000","1.00000000","1.00000000","1.00000000","1.00000000","1.00000000","1.00000000","1.00000000","1.00000000","1.00000000","0.80000000","0.92000000","0.32000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.000000000","73.64000","111.88000","30.16000","9053.760","261.4000","-105.44000","366.8400","165.600000","-36.520000","186.3600","-46.9200000","1002.7600","100.12000","61.16000","14.240000","286.6800","196.72000","284.0400","201.76000","BroomeCounty","NewYork","100","24","36","7","NewYork","BroomeCounty","200600","1827925580","148330","73.94","172456210","9.43","2227.7","148330","73.94","172456210","9.43","2227.7","0","0.00","0","0.00",NA,"52270","26.06","1655469370","90.57","81.8","BroomeCounty","NewYork","46","BroomeCounty","NewYork","28.0%"
"53","BrownCounty,Minnesota","-91.89016","44.40145","1","0.9767442","0.9534884","1.0000000","0.9302326","0.6511628","0.9069767","0.88372093","0.69767442","0.69767442","0.30232558","0.16279070","0.16279070","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.0000000","0.00000000","0.00000000","0.00000000","0","0","0","0.00000000","0.00000000","0.00000000","0.000000000","0.00000000","0.00000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.00000000","0.00000000","0.000000000","0.000000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0","0","0","0","0","0","0","0.00000000","0.0000000","0.0000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.04651163","0.00000000","0.00000000","0.32558140","0.11627907","0.41860465","0.39534884","0.34883721","1.00000000","0.67441860","1.00000000","0.95348837","0.90697674","0.86046512","1.00000000","1.00000000","1.00000000","1.00000000","1.00000000","0.93023256","1.00000000","0.88372093","1.00000000","1.00000000","1.00000000","1.00000000","0.79069767","0.90697674","0.76744186","0.44186047","0.46511628","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.046511628","67.32558","115.32558","26.04651","11097.884","279.6512","-156.41860","436.0698","200.465116","-83.906977","203.0698","-83.9069767","726.1628","97.67442","21.51163","44.069767","279.5349","73.72093","279.3721","73.72093","BrownCounty","Minnesota","4","13","27","15","Minnesota","BrownCounty","25893","1582716009","16846","65.06","22450683","1.42","1943.4","0","0.00","0","0.00",NA,"16846","65.06","22450683","1.42","1943.4","9047","34.94","1560265326","98.58","15.0","BrownCounty","Minnesota","64","BrownCounty","Minnesota","19.8%"
"54","BrownCounty,Wisconsin","-91.89016","44.40145","1","0.9767442","0.9534884","1.0000000","0.9302326","0.6511628","0.9069767","0.88372093","0.69767442","0.69767442","0.30232558","0.16279070","0.16279070","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.0000000","0.00000000","0.00000000","0.00000000","0","0","0","0.00000000","0.00000000","0.00000000","0.000000000","0.00000000","0.00000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.00000000","0.00000000","0.000000000","0.000000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0","0","0","0","0","0","0","0.00000000","0.0000000","0.0000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.04651163","0.00000000","0.00000000","0.32558140","0.11627907","0.41860465","0.39534884","0.34883721","1.00000000","0.67441860","1.00000000","0.95348837","0.90697674","0.86046512","1.00000000","1.00000000","1.00000000","1.00000000","1.00000000","0.93023256","1.00000000","0.88372093","1.00000000","1.00000000","1.00000000","1.00000000","0.79069767","0.90697674","0.76744186","0.44186047","0.46511628","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.046511628","67.32558","115.32558","26.04651","11097.884","279.6512","-156.41860","436.0698","200.465116","-83.906977","203.0698","-83.9069767","726.1628","97.67442","21.51163","44.069767","279.5349","73.72093","279.3721","73.72093","BrownCounty","Wisconsin","110","46","55","9","Wisconsin","BrownCounty","248007","1371938244","212060","85.51","279174939","20.35","1967.3","206388","83.22","271710616","19.80","1967.3","5672","2.29","7464323","0.54","1968.1","35947","14.49","1092763305","79.65","85.2","BrownCounty","Wisconsin","63","BrownCounty","Wisconsin","29.5%"
"55","BrunswickCounty,Virginia","-77.84951","36.87211","1","1.0000000","1.0000000","1.0000000","1.0000000","0.9523810","0.7619048","1.00000000","1.00000000","0.76190476","0.23809524","0.23809524","0.52380952","1.00000000","0.28571429","0.66666667","0.04761905","0.09523810","0.23809524","0.19047619","0.00000000","0.0000000","0.09523810","0.00000000","0.00000000","0","0","0","0.00000000","0.00000000","0.00000000","0.000000000","0.00000000","0.00000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.00000000","0.00000000","0.000000000","0.000000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0","0","0","0","0","0","0","0.00000000","0.0000000","0.0000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.47619048","0.00000000","0.00000000","0.23809524","0.00000000","0.71428571","0.71428571","0.71428571","0.71428571","0.71428571","0.71428571","0.71428571","0.52380952","0.71428571","0.71428571","0.71428571","0.71428571","0.71428571","0.71428571","0.71428571","0.71428571","0.71428571","0.71428571","0.71428571","0.71428571","0.71428571","0.71428571","0.71428571","0.23809524","0.71428571","0.00000000","0.476190476","139.09524","133.57143","38.00000","7852.143","313.0476","-36.80952","349.8571","238.523810","87.238095","238.5238","34.8095238","1115.0000","111.23810","78.90476","10.476190","315.5238","253.52381","315.5238","262.66667","BrunswickCounty","Virginia","0","2","51","25","Virginia","BrunswickCounty","17434","1466381601","4270","24.49","7422614","0.51","1489.9","0","0.00","0","0.00",NA,"4270","24.49","7422614","0.51","1489.9","13164","75.51","1458958987","99.49","23.4","BrunswickCounty","Virginia","0","BrunswickCounty","Virginia","13.1%"
