"Didelphis_virginiana" "Lynx_canadensis" "Lynx_rufus" "Urocyon_cinereoargenteus" "Vulpes_lagopus" "Vulpes_vulpes" "Canis_lupus" "Canis_latrans" "Neovison_vison" "Mustela_frenata" "Mustela_nivalis" "Mustela_erminea" "Lontra_canadensis" "Martes_pennanti" "Martes_americana" "Gulo_gulo" "Procyon_lotor" "Mephitis_mephitis" "Ursus_maritimus" "Ursus_americanus" "Odocoileus_virginianus" "Rangifer_tarandus" "Alces_alces" "Blarina_brevicauda" "Sorex_fumeus" "Sorex_palustris" "Sorex_cinereus" "Sorex_hoyi" "Sorex_arcticus" "Sorex_maritimensis" "Condylura_cristata" "Parascalops_breweri" "Marmota_monax" "Tamias_striatus" "Neotamias_minimus" "Glaucomys_volans" "Glaucomys_sabrinus" "Tamiasciurus_hudsonicus" "Sciurus_carolinensis" "Erethizon_dorsatum" "Ondatra_zibethicus" "Synaptomys_borealis" "Synaptomys_cooperi" "Dicrostonyx_hudsonius" "Phenacomys_ungava" "Microtus_pinetorum" "Microtus_chrotorrhinus" "Microtus_pennsylvanicus" "Myodes_gapperi" "Peromyscus_maniculatus" "Peromyscus_leucopus" "Napaeozapus_insignis" "Zapus_hudsonius" "Castor_canadensis" "Lepus_americanus" "Lepus_arcticus" "Sylvilagus_floridanus"
"Mustela_nivalis" 0 0.712187417741511 0.712187417741511 0.755251381942616 0.755251381942616 0.755251381942616 0.755251381942616 0.755251381942616 0.947408528560147 0.947408528560147 1 0.972886601737299 0.913567201895235 0.888546038431166 0.888546038431166 0.888546038431166 0.848381152934983 0.83127138720716 0.796525401421427 0.796525401421427 0.568412740194788 0.568412740194788 0.568412740194788 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084
"Mustela_erminea" 0 0.712187417741511 0.712187417741511 0.755251381942616 0.755251381942616 0.755251381942616 0.755251381942616 0.755251381942616 0.947408528560147 0.947408528560147 0.972886601737299 1 0.913567201895235 0.888546038431166 0.888546038431166 0.888546038431166 0.848381152934983 0.83127138720716 0.796525401421427 0.796525401421427 0.568412740194788 0.568412740194788 0.568412740194788 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084
"Lontra_canadensis" 0 0.712187417741511 0.712187417741511 0.755251381942616 0.755251381942616 0.755251381942616 0.755251381942616 0.755251381942616 0.913567201895236 0.913567201895236 0.913567201895235 0.913567201895235 1 0.888546038431166 0.888546038431166 0.888546038431166 0.848381152934983 0.83127138720716 0.796525401421427 0.796525401421427 0.568412740194788 0.568412740194788 0.568412740194788 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084
"Martes_pennanti" 0 0.712187417741511 0.712187417741511 0.755251381942616 0.755251381942616 0.755251381942616 0.755251381942616 0.755251381942616 0.888546038431166 0.888546038431166 0.888546038431166 0.888546038431166 0.888546038431166 1 0.942911608317978 0.942911608317978 0.848381152934983 0.83127138720716 0.796525401421427 0.796525401421427 0.568412740194788 0.568412740194788 0.568412740194788 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084
"Martes_americana" 0 0.712187417741511 0.712187417741511 0.755251381942616 0.755251381942616 0.755251381942616 0.755251381942616 0.755251381942616 0.888546038431166 0.888546038431166 0.888546038431166 0.888546038431166 0.888546038431166 0.942911608317978 1 0.950834535404054 0.848381152934983 0.83127138720716 0.796525401421427 0.796525401421427 0.568412740194788 0.568412740194788 0.568412740194788 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084
"Gulo_gulo" 0 0.712187417741511 0.712187417741511 0.755251381942616 0.755251381942616 0.755251381942616 0.755251381942616 0.755251381942616 0.888546038431166 0.888546038431166 0.888546038431166 0.888546038431166 0.888546038431166 0.942911608317978 0.950834535404054 1 0.848381152934983 0.83127138720716 0.796525401421427 0.796525401421427 0.568412740194788 0.568412740194788 0.568412740194788 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084
"Procyon_lotor" 0 0.712187417741511 0.712187417741511 0.755251381942616 0.755251381942616 0.755251381942616 0.755251381942616 0.755251381942616 0.848381152934983 0.848381152934983 0.848381152934983 0.848381152934983 0.848381152934983 0.848381152934983 0.848381152934983 0.848381152934983 1 0.83127138720716 0.796525401421427 0.796525401421427 0.568412740194788 0.568412740194788 0.568412740194788 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084
"Mephitis_mephitis" 0 0.712187417741511 0.712187417741511 0.755251381942616 0.755251381942616 0.755251381942616 0.755251381942616 0.755251381942616 0.83127138720716 0.83127138720716 0.83127138720716 0.83127138720716 0.83127138720716 0.83127138720716 0.83127138720716 0.83127138720716 0.83127138720716 1 0.796525401421427 0.796525401421427 0.568412740194788 0.568412740194788 0.568412740194788 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084
"Ursus_maritimus" 0 0.712187417741511 0.712187417741511 0.755251381942616 0.755251381942616 0.755251381942616 0.755251381942616 0.755251381942616 0.796525401421427 0.796525401421427 0.796525401421427 0.796525401421427 0.796525401421427 0.796525401421427 0.796525401421427 0.796525401421427 0.796525401421427 0.796525401421427 1 0.98632266385891 0.568412740194788 0.568412740194788 0.568412740194788 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084
"Ursus_americanus" 0 0.712187417741511 0.712187417741511 0.755251381942616 0.755251381942616 0.755251381942616 0.755251381942616 0.755251381942616 0.796525401421427 0.796525401421427 0.796525401421427 0.796525401421427 0.796525401421427 0.796525401421427 0.796525401421427 0.796525401421427 0.796525401421427 0.796525401421427 0.98632266385891 1 0.568412740194788 0.568412740194788 0.568412740194788 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084
"Odocoileus_virginianus" 0 0.568412740194788 0.568412740194788 0.568412740194788 0.568412740194788 0.568412740194788 0.568412740194788 0.568412740194788 0.568412740194788 0.568412740194788 0.568412740194788 0.568412740194788 0.568412740194788 0.568412740194788 0.568412740194788 0.568412740194788 0.568412740194788 0.568412740194788 0.568412740194788 0.568412740194788 1 0.948823848381153 0.925687549355093 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084
"Rangifer_tarandus" 0 0.568412740194788 0.568412740194788 0.568412740194788 0.568412740194788 0.568412740194788 0.568412740194788 0.568412740194788 0.568412740194788 0.568412740194788 0.568412740194788 0.568412740194788 0.568412740194788 0.568412740194788 0.568412740194788 0.568412740194788 0.568412740194788 0.568412740194788 0.568412740194788 0.568412740194788 0.948823848381153 1 0.925687549355093 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084
"Alces_alces" 0 0.568412740194788 0.568412740194788 0.568412740194788 0.568412740194788 0.568412740194788 0.568412740194788 0.568412740194788 0.568412740194788 0.568412740194788 0.568412740194788 0.568412740194788 0.568412740194788 0.568412740194788 0.568412740194788 0.568412740194788 0.568412740194788 0.568412740194788 0.568412740194788 0.568412740194788 0.925687549355093 0.925687549355093 1 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084
"Blarina_brevicauda" 0 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 1 0.819391892603317 0.819391892603317 0.819391892603317 0.819391892603317 0.819391892603317 0.819391892603317 0.60521189786786 0.60521189786786 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084
"Sorex_fumeus" 0 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.819391892603317 1 0.972172992892866 0.957150776520137 0.944806580679126 0.862243327191366 0.862243327191366 0.60521189786786 0.60521189786786 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084
"Sorex_palustris" 0 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.819391892603317 0.972172992892866 1 0.957150776520137 0.944806580679126 0.862243327191366 0.862243327191366 0.60521189786786 0.60521189786786 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084
"Sorex_cinereus" 0 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.819391892603317 0.957150776520137 0.957150776520137 1 0.944806580679126 0.862243327191366 0.862243327191366 0.60521189786786 0.60521189786786 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084
"Sorex_hoyi" 0 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.554830218478547 0.819391892603317 0.944806580679126 0.944806580679126 0.944806580679126 1 0.862243327191366 0.862243327191366 0.60521189786786 0.60521189786786 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084 0.515662016320084
